"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Evaluating an Open-Source Hardware Approach from HDL to GDS for a Security Chip Design - a Review of the Final Stage of Project HEP","T. Henkes; S. Reith; M. Stöttinger; N. Herfurth; G. Panic; J. Wälde; F. Buschkowski; P. Sasdrich; C. Lüth; M. Funck; T. Kiyan; A. Weber; D. Boeck; R. Rathfelder; T. Grawunder","FB Design Computer Science Media, RheinMain University of Applied Sciences, Wiesbaden, Germany; FB Design Computer Science Media, RheinMain University of Applied Sciences, Wiesbaden, Germany; FB Design Computer Science Media, RheinMain University of Applied Sciences, Wiesbaden, Germany; IHP - Leibniz-Institut für innovative Mikroelektronik, Frankfurt (Oder), Germany; IHP - Leibniz-Institut für innovative Mikroelektronik, Frankfurt (Oder), Germany; ACE, Fraunhofer SIT, Darmstadt, Germany; Chair for Security Engineering, Ruhr-University Bochum, Bochum, Germany; Chair for Security Engineering, Ruhr-University Bochum, Bochum, Germany; Deutsches Forschungszentrum für Künstliche Intelligenz, Bremen, Germany; Deutsches Forschungszentrum für Künstliche Intelligenz, Bremen, Germany; Security in Telecommunications, Technische Universitaet Berlin, Berlin, Germany; Bollschweil, Germany; Elektrobit Automotive GmbH, Erlangen, Germany; Software Powertrain, IAV GmbH, Berlin, Germany; Swissbit Germany AG, Berlin, Germany","2024 Design, Automation & Test in Europe Conference & Exhibition (DATE)","10 Jun 2024","2024","","","1","6","The project “Hardening the value chain through open-source, trustworthy EDA tools and processors (HEP)” uses open-source, free components and tools for the production of a prototypical security chip. A design flow using only free and open tools from the abstract description in SpinalHDL via OpenROAD down to the GDS-file for tape-out has been established, and first ASICs produced at IHP. The prototypical hardware security module (HSM) produced in this way provides, among other things, a processor based on VexRiscv, a cryptographic accelerator and masking of cryptographic keys. The open development tools used in the process were integrated into a common environment and expanded to include missing functionality. Subsequently, the whole tool chain and its peripherals are wrapped into a new Nyx container. The easy accessibility of the used process significantly reduces the learning curve for chip design. Additionally, we provide tools for formal verification and masking against side-channel attacks in our design flow. Interest in the results of project HEP has been shown in publications in which industrial partners participated, such as Elektrobit, Hensoldt Cyber, IAV, Secure-IC and Swissbit Germany.","1558-1101","978-3-9819263-8-5","10.23919/DATE58400.2024.10546500","BMBF; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10546500","open-source;hardware;side-channel;formal verification;RISC-V;PDK;open EDA;security;HSM","Program processors;Hardware security;Side-channel attacks;Containers;Open source hardware;Hardware design languages;Chip scale packaging","","1","","18","","10 Jun 2024","25-27 March 2024","25-27 March 2024","IEEE","IEEE Conferences"
"An adaptive cryptographic accelerator for IPsec on dynamically reconfigurable processor","Y. Hasegawa; S. Abe; H. Matsutani; H. Amano; K. Anjo; T. Awashima","Graduate School of Science and Technology, Keio University, Yokohama, Kanagawa, Japan; Graduate School of Science and Technology, Keio University, Yokohama, Kanagawa, Japan; Graduate School of Science and Technology, Keio University, Yokohama, Kanagawa, Japan; Graduate School of Science and Technology, Keio University, Yokohama, Kanagawa, Japan; NEC Electronics Corporation Limited, Kawasaki, Kanagawa, Japan; NEC System Devices Research Laboratories, Kawasaki, Kanagawa, Japan","Proceedings. 2005 IEEE International Conference on Field-Programmable Technology, 2005.","10 Jan 2006","2005","","","163","170","We propose a cryptographic accelerator for IPsec by using the NEC electronics' dynamically reconfigurable processor (DRP). In our system, an embedded processor and DRP are integrated in a system-on-a-chip (SoC) and multiple cryptographic tasks can be accelerated by DRP. Moreover, the virtual hardware mechanism, which dynamically changes its configuration data set, is introduced to realize more tasks on DRP. The evaluation results show that the throughput of each implemented cryptographic task outperformed a MIPS compatible embedded processor from 1.6 times to 7.8 times. In addition, it is shown that 80.7% of the run-time configuration overhead can be reduced by background configuration based on the double buffering method","","0-7803-9407-0","10.1109/FPT.2005.1568541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1568541","","Cryptography;Tiles;Hardware;National electric code;Costs;Electron accelerators;Data security;Power system security;Cryptographic protocols;Authentication","","11","","14","IEEE","10 Jan 2006","11-14 Dec. 2005","11-14 Dec. 2005","IEEE","IEEE Conferences"
"Correlation Power Analysis of Pipelined and Multi-Threaded Coarse-Grained Reconfigurable Cryptographic Accelerator","V. -T. Luu; H. L. Pham; V. -T. Nguyen; V. -P. Hoang; V. -T. Nguyen; V. T. D. Le; Y. Nakashima","Le Quy Don Technical University, Hanoi, Vietnam; Nara Institute of Science and Technology, Nara, Japan; Le Quy Don Technical University, Hanoi, Vietnam; Le Quy Don Technical University, Hanoi, Vietnam; Le Quy Don Technical University, Hanoi, Vietnam; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan","2025 10th IEEE International Conference on Integrated Circuits, Design, and Verification (ICDV)","2 Sep 2025","2025","","","133","138","LiCryptor, our state-of-the-art coarse-grained reconfigurable cryptographic accelerator, is designed for emerging Internet of Things (IoT) systems that demand high-speed and energy-efficient hardware capable of supporting multiple cryptographic algorithms. In this paper, we evaluate the vulnerability of LiCryptor to Correlation Power Analysis (CPA) side-channel attacks (SCA), proposing two primary attack models based on Hamming Weight (HW) and Hamming Distance (HD) to target intermediate values stored in registers during encryption. We introduce 8 power model schemes for CPA attacks, covering both single-threaded pipelined operation and dual-threaded pipelined operation on LiCryptor. Experimental results show that, under the pipelined operation, the proposed HD-based energy model can reveal all 16 key bytes with 82,100 traces, achieving a $1.4 x$ improvement over single-threaded methods. In dual-threaded operation, the number of traces required for key recovery is reduced to 54,000 traces. Furthermore, we identify CPA_HD_R10 as the most effective attack model, outperforming other models in both single-threaded and dual-threaded configurations.","","979-8-3315-1549-2","10.1109/ICDV66179.2025.11135225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11135225","CGRA;Cryptography;AES;Side-channel attack (SCA);Correlation Power Analysis (CPA)","Integrated circuit synthesis;Analytical models;Correlation;Side-channel attacks;Registers;Internet of Things;Hamming distances;Integrated circuit modeling;Hamming weight;Hardware acceleration","","","","14","IEEE","2 Sep 2025","16-17 June 2025","16-17 June 2025","IEEE","IEEE Conferences"
"A Low-Power BLS12-381 Pairing Cryptoprocessor for Internet-of-Things Security Applications","U. Banerjee; A. P. Chandrakasan","Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Solid-State Circuits Letters,"10 Nov 2021","2021","4","","190","193","We present the first BLS12-381 elliptic-curve pairing cryptoprocessor for Internet-of-Things (IoT) security applications. Efficient finite-field arithmetic and algorithm-architecture co-optimizations together enable two orders of magnitude energy savings. We implement several countermeasures against timing and power side-channel attacks. Our cryptoprocessor is programmable to provide the flexibility to accelerate various elliptic-curve and pairing-based protocols, such as signature aggregation and functional encryption.","2573-9603","","10.1109/LSSC.2021.3124074","Texas Instruments; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9593932","Cryptographic accelerator;elliptic-curve cryptography (ECC);hardware security;Internet of Things (IoT);low power;pairing-based cryptography (PBC);side channel","Cryptography;Elliptic curve cryptography;Arithmetic;Elliptic curves;Security;Encryption;Logic gates","","9","","14","IEEE","29 Oct 2021","2021","","IEEE","IEEE Journals"
"HELP: Highly Efficient and Low-Latency Hardware Accelerator for Integer Polynomial Multiplication","P. He; T. Bao; Ç. K. Koç; J. Xie","Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; NUAA, and UCSB, Iǧdir University; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA",2024 IEEE Computer Society Annual Symposium on VLSI (ISVLSI),"25 Sep 2024","2024","","","355","360","Integer polynomial multiplication has been frequently used in post-quantum cryptography (PQC) schemes. In particular, unequal-sized integer polynomial multiplication, i.e., the coefficients from two input polynomials are not the same, has recently drawn significant attention from research communities. Besides that, this polynomial multiplication often involves specific parameter setups, such as power-of-two poly-nomial degree and modulus, efficient acceleration of this type of polynomial multiplication thus becomes an interesting topic, especially on the hardware platform. This paper follows this trend to develop a Highly Efficient and Low-latency Polynomial multiplication (HELP) accelerator for the targeted integer poly-nomial multiplication. First of all, We presented a new algorithm for the targeted polynomial multiplication for high-performance operations. Then, we proposed the HELP accelerator, giving its detailed architectural description. Finally, implementation results and comparisons are provided to demonstrate the efficiency of the proposed accelerator. For instance, the HELP accelerator is found to have at least 36.99% equivalent area-delay product (eADP) than the reported implementations ($n= 1,024$). The outcome of this work can be extended further for related cryptographic accelerator desian and development.","2159-3477","979-8-3503-5411-9","10.1109/ISVLSI61997.2024.00071","NSF(grant numbers:SaTC-2020625); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10682698","Field-programmable gate array (FPGA);hard-ware accelerator;highly efficient and low-latency;unequal-sized integer polynomial multiplication","Very large scale integration;Market research;Polynomials;Cryptography;Low latency communication;Hardware acceleration;Field programmable gate arrays","","","","19","IEEE","25 Sep 2024","1-3 July 2024","1-3 July 2024","IEEE","IEEE Conferences"
"Power Side-Channel Vulnerabilities of a RISC-V Cryptography Accelerator Integrated into CVA6 via Core-V eXtension Interface (CV-X-IF)","B. Farnaghinejad; D. Bellizia; A. Dolmeta; G. Masera; A. Porsia; A. Ruospo; S. Di Carlo; A. Savino; E. Sanchez","Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy; Telsy S.p.A, Rome, Italy; Telsy S.p.A, Rome, Italy; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy; Department of Control and Computer Engineering, Politecnico di Torino, Turin, Italy",2025 IEEE International Test Conference (ITC),"3 Nov 2025","2025","","","233","242","Modern RISC-V designs are increasingly integrating cryptographic accelerators to provide better security features while enhancing performance; however, their vulnerability to power side-channel attacks remains insufficiently investigated. This paper presents a comprehensive evaluation of such vulnerabilities in a RISCV-based AES accelerator connected via the Core-V eXtension Interface (CV-X-IF). The analysis begins at the RTL using simulated power traces, employing KL (Kullback–Leibler) divergence alongside established statistical attacks such as Correlation Power Analysis (CPA) and Differential Power Analysis (DPA). Although the former serves as an early indicator of potential leakage, simulation results highlight its limitations compared to CPA and DPA. To validate these findings, leakage trends are further examined through FPGA-based power measurement. The proposed methodology is designed to be broadly applicable to a range of cryptographic workloads and accelerator architectures. It is demonstrated on an AES accelerator implementing the scalar cryptographic extension (Zk) with pre-expanded keys. Our findings reveal that side-channel vulnerabilities can persist even in tightly integrated instruction pipelines, underscoring the importance of early-stage leakage assessment. Notably, the close alignment between RTL-level simulations and FPGA-based measurements highlights the effectiveness of the approach and its practical value for guiding secure hardware design in RISC-V ecosystems. In particular, AES serves only as a case of study; the proposed RTL and FPGA validation flow is generic and can be applied to any cryptographic accelerator.","2378-2250","979-8-3315-7041-5","10.1109/ITC58126.2025.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11219849","RISC-V;CVA6;Core-V eXtension Interface (CV-X-IF);Cryptographic Accelerator;Early-Stage Side-Channel Evaluation;RTL-Level Analysis;Hardware Security","Power measurement;Simulation;Hardware security;Pipelines;Side-channel attacks;Life estimation;Particle measurements;Market research;Hardware acceleration;Field programmable gate arrays","","","","23","IEEE","3 Nov 2025","20-26 Sept. 2025","20-26 Sept. 2025","IEEE","IEEE Conferences"
"RISC-V Core with AES-256 Accelerator","O. Simola; A. Korsman; V. Hirvonen; A. Tarkka; J. Helander; K. Järvinen; M. Kosunen; J. Ryynänen","Department of Electronics and Nanoengineering, Aalto University, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland; Xiphera, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland; Department of Electronics and Nanoengineering, Aalto University, Finland","2024 31st IEEE International Conference on Electronics, Circuits and Systems (ICECS)","28 Jan 2025","2024","","","1","4","This paper presents a RISC-V core integrated with a cryptographic accelerator for 256-bit Advanced Encryption Standard (AES-256). It supports several block cipher modes and has been integrated as an extension to a 5-stage RV32IMFC RISC-V core implemented in 22 nm FD-SOI. For performance comparison, the hardware accelerator was verified with an extensive verification environment involving simulations and testing with Field Programmable Gate Array (FPGA) and Application-Specific Integrated Circuit (ASIC) implementations against a C-program solution implemented with the openSSL library, running on the implemented RISC-V core. The accelerator achieves 82–84% faster AES cipher operation compared to the software solution.","2995-0589","979-8-3503-7720-0","10.1109/ICECS61496.2024.10848921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10848921","RISC-V;AES-256;Accelerator;FPGA;ASIC","Ciphers;Power demand;Software algorithms;Logic gates;Software;Integrated circuit modeling;Hardware acceleration;Field programmable gate arrays;Standards;Testing","","3","","9","IEEE","28 Jan 2025","18-20 Nov. 2024","18-20 Nov. 2024","IEEE","IEEE Conferences"
"An Energy-Efficient Reconfigurable DTLS Cryptographic Engine for Securing Internet-of-Things Applications","U. Banerjee; A. Wright; C. Juvekar; M. Waller; Arvind; A. P. Chandrakasan","Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Journal of Solid-State Circuits,"23 Jul 2019","2019","54","8","2339","2352","This paper presents the first hardware implementation of the datagram transport layer security (DTLS) protocol to enable end-to-end security for the Internet of Things (IoT). A key component of this design is a reconfigurable prime field elliptic curve cryptography (ECC) accelerator that is 238× and 9× more energy-efficient compared to software and state-of-the-art hardware, respectively. Our full hardware implementation of the DTLS 1.3 protocol provides 438× improvement in energy-efficiency over software, along with code size and data memory usage as low as 8 and 3 KB, respectively. The cryptographic accelerators are coupled with an on-chip low-power RISC-V processor to benchmark applications beyond DTLS with up to two orders of magnitude energy savings. The test chip, fabricated in 65-nm CMOS, demonstrates hardware-accelerated DTLS sessions while consuming 44.08 μJ/handshake and 0.89 nJ/byte of the encrypted data at 16 MHz and 0.8 V.","1558-173X","","10.1109/JSSC.2019.2915203","Qualcomm; Texas Instruments; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8721457","Advanced encryption standard (AES);AES in Galois/Counter Mode (AES-GCM);cryptographic accelerator;datagram transport layer security (DTLS);elliptic curve cryptography (ECC);hardware security;Internet of Things (IoT);low-power;micro-processor;RISC-V;Secure Hash Algorithm (SHA);side-channel;transport layer security (TLS)","Protocols;Elliptic curve cryptography;Hardware;Internet of Things;Software","","57","","37","IEEE","24 May 2019","Aug. 2019","","IEEE","IEEE Journals"
"Exploring FPGA network on chip implementations across various application and network loads","G. Schelle; D. Grunwald","Deptartment of Computer Science, University of Colorado Boulder, Boulder, CO, USA; Deptartment of Computer Science, University of Colorado Boulder, Boulder, CO, USA",2008 International Conference on Field Programmable Logic and Applications,"23 Sep 2008","2008","","","41","46","The network on chip will become a future general purpose interconnect for FPGAs much like todaypsilas standard OPB or PLB bus architectures. However, performance characteristics and reconfigurable logic resource utilization of different network on chip architectures vary greatly relative to bus architectures. Current mainstream FPGA parts only support very small network on chip topologies, due to the high resource utilization of virtual channel based implementations. This observation is reflected in related research where only modest 2times2 or 2times3 networks are demonstrated on FPGAs. Naively it would be assumed that these complex network on chip architectures would perform better than simplified implementations. We show this assumption to be incorrect under light network loading conditions across 3 separate application domains. Using statistical based network loading, a synthetic benchmarking application, a cryptographic accelerator, and a 802.11 transmitter are each demonstrated across network on chip architectures. From these experiments, it can be seen that network on chips with complex routing and switching functionality are still useful under high network loading conditions. Additionally, it is also shown for our network on chip implementations, a simple solution that uses 4-5times less logic resources can provide better network performance under certain conditions.","1946-1488","978-1-4244-1960-9","10.1109/FPL.2008.4629905","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4629905","","Field programmable gate arrays;Cryptography;Loading;Tiles;Routing;Resource management;Transmitters","","21","1","9","IEEE","23 Sep 2008","8-10 Sept. 2008","8-10 Sept. 2008","IEEE","IEEE Conferences"
"Design Space Exploration of a Unified FPGA Accelerator for Elliptic-Curve-Based Functions in Attribute-Based Encryption","A. Opasatian; M. Fukuda; M. Ikeda","Department of Electrical Engineering and Information Systems, Graduate School of Engineering, The University of Tokyo, Tokyo, Japan; Department of Electrical Engineering and Information Systems, Graduate School of Engineering, The University of Tokyo, Tokyo, Japan; Department of Electrical Engineering and Information Systems, Graduate School of Engineering, The University of Tokyo, Tokyo, Japan",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"22 Jan 2026","2026","34","2","579","592","Attribute-based encryption (ABE) requires several elliptic-curve-based functions, including elliptic-curve scalar multiplication (ECSM), hashing to the curve, and pairing. Although these computations share underlying similarities, prior hardware designs have shown that distinct architectures yield better performance for each function. Consequently, it remains unclear which architecture offers optimal performance when supporting all required functions within a unified design. In this work, we present a design space exploration methodology in which the design is parameterized using a defined set of design parameters, and an automatic schedule generator is employed to estimate the cycle counts for each function. This allows us to identify the configuration that minimizes latency for both individual functions and complete cryptographic operations. The versatility of our approach is demonstrated through two case studies: 1) ECSM over Curve25519, Secp256k1, NIST-P256, and NIST-P384; and 2) multiple elliptic-curve functions over the BLS12-381 curve. In the first case, the optimal configuration implemented on a Virtex7 field-programmable gate array (FPGA) achieves up to a 15% latency reduction compared to state-of-the-art designs. In the second case, the unified accelerator in its optimal configuration supports all core ABE functions and achieves superior latency or throughput-per-area (TPA), and in some cases both, compared to existing designs.","1557-9999","","10.1109/TVLSI.2025.3632677","KIOXIA Holdings Corporation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261691","Attribute-based encryption (ABE);BLS12-381;design space exploration;field-programmable gate array (FPGA);high-performance cryptographic accelerator","Computer architecture;Schedules;Cryptography;Field programmable gate arrays;Elliptic curves;Space exploration;Encryption;Pipelines;Hardware acceleration;Generators","","","","44","CCBY","20 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"Securing FPGA SoC configurations independent of their manufacturers","N. Jacob; J. Wittmann; J. Heyszl; R. Hesselbarth; F. Wilde; M. Pehl; G. Sigl; K. Fischer","Fraunhofer Institute for Applied and Integrated Security (AISEC), Munich, Germany; Fraunhofer Institute for Applied and Integrated Security (AISEC), Munich, Germany; Fraunhofer Institute for Applied and Integrated Security (AISEC), Munich, Germany; Fraunhofer Institute for Applied and Integrated Security (AISEC), Munich, Germany; Technische Universitat Munchen, Munich, Germany; Technische Universitat Munchen, Munich, Germany; Technische Universitat Munchen, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany",2017 30th IEEE International System-on-Chip Conference (SOCC),"21 Dec 2017","2017","","","114","119","System-on-Chips which include FPGAs are important platforms for critical applications since they provide significant software performance through multi-core CPUs as well as high versatility through integrated FPGAs. Those integrated FP-GAs allow to update the programmable hardware functionality, e.g. to include new communication interfaces or to update cryptographic accelerators during the life-time of devices. Updating software as well as hardware configuration is required for critical applications such as e.g. industrial control devices or vehicles with long life-times. Such updates must be authenticated and possibly encrypted. One way to achieve this is to rely on static FPGA manufacturer-provided cryptography and respective master keys. However, in this contribution, we show how to retrofit Xilinx Zynq FPGAs with an alternative cryptographic accelerator and how to establish device-individual keys using Physical Unclonable Function (PUF) technology. These two key aspects reduce the required trust in manufacturer-provided security features while increasing the security by binding configurations to a specific device.","2164-1706","978-1-5386-4034-0","10.1109/SOCC.2017.8226019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226019","SoC;FPGA;Zynq;PUF;cryptographic engine;partial reconfiguration;secure boot","Field programmable gate arrays;Cryptography;Software;Hardware;Iron;Engines","","11","","21","IEEE","21 Dec 2017","5-8 Sept. 2017","5-8 Sept. 2017","IEEE","IEEE Conferences"
"A Low-Latency, Low-Area Hardware Oblivious RAM Controller","C. W. Fletcher; L. Ren; A. Kwon; M. v. Dijk; E. Stefanov; D. Serpanos; S. Devadas","Massachusetts Institute of Technology; Massachusetts Institute of Technology, Cambridge, MA, US; Massachusetts Institute of Technology; University of Connecticut, Storrs, CT, US; University of California, Qatar Computing Research Institute, Doha, Berkeley; University of California, Qatar Computing Research Institute, Doha, Berkeley; Massachusetts Institute of Technology",2015 IEEE 23rd Annual International Symposium on Field-Programmable Custom Computing Machines,"16 Jul 2015","2015","","","215","222","We build and evaluate Tiny ORAM, an Oblivious RAM prototype on FPGA. Oblivious RAM is a cryptographic primitive that completely obfuscates an application's data, access pattern, and read/write behavior to/from external memory (such as DRAM or disk). Tiny ORAM makes two main contributions. First, by removing an algorithmic bottleneck in prior work, Tiny ORAM is the"" first hardware ORAM design to support arbitrary block sizes (e.g., 64 Bytes to 4096 Bytes). With a 64 Byte block size, Tiny ORAM can "" finish an access in 1:4us, over 40x faster than the prior-art implementation. Second, through novel algorithmic and engineering-level optimizations, Tiny ORAM reduces the number of symmetric encryption operations by ~ 3x compared to a prior work. Tiny ORAM is also the "" first design to implement and report real numbers for the cost of symmetric encryption in hardware ORAM constructions. Putting it together, Tiny ORAM requires 18381 (5%) LUTs and 146 (13%) Block RAM on a Xilinx XC7VX485T FPGA, including the cost of encryption.","","978-1-4799-9969-9","10.1109/FCCM.2015.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160074","Oblivious RAM;Cryptographic Accelerator;Storage System","Field programmable gate arrays;Encryption;Hardware;Random access memory;Bandwidth;Phantoms","","41","","27","IEEE","16 Jul 2015","2-6 May 2015","2-6 May 2015","IEEE","IEEE Conferences"
"Crypto-DSEDA: A Domain-Specific EDA Flow for CiM-Based Cryptographic Accelerators","R. Liu; Z. Li; X. Zhang; W. Li; L. Shen; R. Tang; Z. Luo; X. Chen; Y. Han; M. Tang","School of Materials Science and Engineering, Xiangtan University, Xiangtan, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; School of Materials Science and Engineering, Xiangtan University, Xiangtan, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China; School of Materials Science and Engineering, Xiangtan University, Xiangtan, China",IEEE Design & Test,"28 Aug 2024","2024","41","5","46","54","Editor’s notes: The authors propose Crypto-DSEDA, an auto-generation framework for exploring Computing-in-Memory (CiM)-based cryptographic accelerators. Crypto-DSEDA includes an automatic architecture generation pipeline that takes behavioral-level descriptions as input, optimizes dataflow and resource allocation through design space exploration, and finally generates the accelerator architecture and dataflow of the target algorithm. —Yiran Chen, Duke University, USA","2168-2364","","10.1109/MDAT.2024.3395987","Postgraduate Scien tific Research Innovation Project of Xiangtan University(grant numbers:No. XDCX2023Y184); Youth Innovation Promotion Association of the Chinese Academy of Sciences; Natural Science Foundation of Hunan Province(grant numbers:Nos. 2023JJ50009,Nos. 2023JJ30599); Strategic Priority Research Program of CAS(grant numbers:No. XDB44000000); Innovation Funding of In stitute of Computing Technology, CAS(grant numbers:No. E261040); National Key Research and Development Program of China(grant numbers:No. 2018YFA0701500,No. 2023YFF0719600); National Natural Science Founda tion of China(grant numbers:Nos. 62025404,Nos. 62122076,Nos. 92164108,Nos. U23A20322); Key Research Program of Frontier Sciences, CAS(grant numbers:No. ZDBS-LY-JSC012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10516433","Computing-in-memory;electronic design automation;cryptographic algorithm;automatic generation","Computer architecture;Cryptography;Optimization;Table lookup;Hardware acceleration;Resource management;Space exploration;Quantum cryptography;Hardware acceleration","","","","12","IEEE","1 May 2024","Oct. 2024","","IEEE","IEEE Magazines"
"CUDA Compatible GPU as an Efficient Hardware Accelerator for AES Cryptography","S. A. Manavski","ITCIS, Sofia, Bulgaria",2007 IEEE International Conference on Signal Processing and Communications,"22 Dec 2008","2007","","","65","68","This paper presents a study of the efficiency in applying modern graphics processing units in symmetric key cryptographic solutions. It describes both traditional style approaches based on the OpenGL graphics API and new ones based on the recent technology trends of major hardware vendors. It presents an efficient implementation of the advanced encryption standard (AES) algorithm in the novel CUDA platform by Nvidia. AES is currently the most widely adopted modern symmetric key encryption standard. The performance of the new fastest GPU solution is compared with those of the reference sequential implementations running on an Intel Pentium IV 3.0 GHz CPU. Unlike previous research in this field, the results of this effort show for the first time the GPU can perform as an efficient cryptographic accelerator. The developed solutions run up to 20 times faster than OpenSSL and in the same range of performance of existing hardware based implementations.","","978-1-4244-1235-8","10.1109/ICSPC.2007.4728256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4728256","Cryptography;Data security;Graphics","Hardware;Cryptography;Graphics;Throughput;Acceleration;Signal processing algorithms;Pipeline processing;Signal processing;Coprocessors;Central Processing Unit","","187","3","16","IEEE","22 Dec 2008","24-27 Nov. 2007","24-27 Nov. 2007","IEEE","IEEE Conferences"
