"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"DESCO: Decomposition-Based Co-Design to Improve Fault Tolerance of Security-Critical Tasks in Cyber Physical Systems","W. Jiang; X. Liao; J. Zhan; D. Adhikari; K. Jiang","School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Advanced Safety Department, Aptiv, Goteborg, Sweden",IEEE Transactions on Computers,"9 May 2023","2023","72","6","1652","1665","Confidentiality-Specific Faults (CSFs) will put cyber physical systems in threat, since they can result in corrupted information or even retrieve the cryptographic key of security-critical applications. In this paper, we will look into fault-tolerant co-design optimization for security-critical cyber physical systems with resource constraints, such that the encryption/decryption of confidential messages are protected against transient CSF faults. We consider imperfect fault detection mechanisms to identify transient CSF faults happened on confidentiality protection, and utilize duplication code to recovery from such faults. We utilize FPGA to accelerate the executions of security tasks, reducing the overheads of fault-tolerant implementations. The system-level design problem is formulated as a two-objective optimization problem, i.e., to minimize the average reliability degradation of the fault tolerant assignments and to minimize the balanced degree of the reliability degradation, subject to available FPGA budget, deadline, and application execution constraints. Since finding Pareto-optimal solutions is NP-hard, we propose an improved multi-objective optimization algorithm, called DEcomposition-based Security Co-design Optimization (DESCO), to search for Pareto-optimal solutions of fault-tolerant assignments. Experimental results demonstrate that DESCO is effective and can outperform other candidates, proving that our approach is promising in dealing with system-level optimization problem for security-critical applications on cyber physical systems.","1557-9956","","10.1109/TC.2022.3218987","National Natural Science Foundation of China(grant numbers:62072076); Natural Science Foundation of Sichuan, China(grant numbers:2022NSFSC0500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9935295","Confidentiality-specific faults;decomposition-based optimization;security co-design;security-critical cyber physical systems","Task analysis;Field programmable gate arrays;Security;Fault tolerant systems;Fault tolerance;Transient analysis;Cryptography","","2","","42","IEEE","2 Nov 2022","1 June 2023","","IEEE","IEEE Journals"
"Wireless Reseeding Scheme for Lightweight PRNG Architecture on FPGA -Design and Analysis","S. R; V. S. Madhukar; S. V; K. S; N. K. H; S. J","School of Computing, SASTRA Deemed University, Thanjavur, India; School of EEE, SASTRA Deemed University, Thanjavur, India; School of EEE, SASTRA Deemed University, Thanjavur, India; School of Computing, SASTRA Deemed University, Thanjavur, India; School of Arts Science, Humanities and Education SASTRA Deemed University, Thanjavur, India; School of EEE, SASTRA Deemed University, Thanjavur, India",2024 Control Instrumentation System Conference (CISCON),"2 Oct 2024","2024","","","1","6","Internet of Things (IoT) devices need to be developed with security considerations in mind for security reasons. Creating quick and safe cryptography modules is necessary for designing secure IoT devices. These modules include the Pseudo Random Number Generator (PRNG), which can be constructed in various ways. Specific techniques include using chaotic maps; in these situations, the chosen chaotic map must be easily implemented in a digital device utilizing the IEEE-754 floating-point standard. Additionally, the chaotic map must produce number sequences with a uniform statistical distribution. This study illustrates the implementation of a PRNG using a Tinkerbell map on FPGA. It takes only a few milliseconds to construct the pseudo-random sequences. The suggested PRNG has proven successful, as demonstrated by NIST SP 800-22 randomization, Hamming, and Shannon-Entropy tests. The resources used to reinforce the security measures reflect 0.73mW of power dissipation and <1% Hardware Utility, thereby increasing the system's overall efficiency.","","979-8-3503-7548-0","10.1109/CISCON62171.2024.10696289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10696289","FPGA;wireless reseeding;lightweight pseudorandom number generator;NIST SP 800-22 randomization tests;Hamming test;Shannon-Entropy test","Wireless communication;Statistical distributions;NIST;Reliability engineering;Entropy;Internet of Things;Cryptography;Communication system security;Standards;Field programmable gate arrays","","","","17","IEEE","2 Oct 2024","2-3 Aug. 2024","2-3 Aug. 2024","IEEE","IEEE Conferences"
"Error Detection Constructions for ITA Finite Field Inversions Over $\text{GF}(2^{m})$ on FPGA Using CRC and Hamming Codes","A. Cintas-Canto; M. M. Kermani; R. Azarderakhsh","School of Technology and Innovation, Marymount University, Virginia, VA, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA",IEEE Transactions on Reliability,"1 Jun 2023","2023","72","2","651","661","Finite field arithmetic operations over $\text{GF}(2^{m})$ are widely used in critical applications, such as cryptography, coding theory, error-correcting codes, and digital signal processing. Finite field inversions are the most time-consuming operations among other widely-used ones and require a large footprint as well as power/energy to be performed. To reduce such complexity, the Itoh–Tsujii algorithm (ITA) has received prominent attention in the literature; however, implementations using ITA are still vulnerable to natural very-large-scale integration defects. To overcome the challenge of detecting naturally-induced faults in such constructions, for the first time, we propose error detection schemes based on Hamming codes for architectures performing finite field inversions using the ITA algorithm over $\text{GF}(2^{m})$ with polynomial basis. Additionally, CRC-oriented error detection schemes for inversions in $\text{GF}(2^{m})$ with normal basis are also studied and new approaches to protect them are presented. In this article, general formulations are provided along with different case studies to show the feasibility of our schemes with any finite field size. Moreover, field-programmable gate array (FPGA) implementations are performed on two Xilinx FPGA families, i.e., Kintex UltraScale+ and Xilinx Virtex-7 UltraScale+, to verify that the overheads added by the error detection architectures to provide reliability are suitable for deeply-constrained embedded systems.","1558-1721","","10.1109/TR.2022.3216014","Marymount University(grant numbers:2450100); National Science Foundation(grant numbers:SaTC-1801488); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934024","Fault detection;field-programmable gate array (FPGA);finite field inversion;hamming codes","Codes;Finite element analysis;Logic gates;Very large scale integration;Complexity theory;Arithmetic;Gaussian processes","","61","","41","IEEE","1 Nov 2022","June 2023","","IEEE","IEEE Journals"
"Hamming Distance aware Fault Analysis for LTLBC","Y. Nozaki; S. Takemoto; M. Yoshikawa","Dept. Information Engineering, Meijo University, Nagoya, Japan; Dept. Information Engineering, Meijo University, Nagoya, Japan; Dept. Information Engineering, Meijo University, Nagoya, Japan",2025 IEEE International Conference on Smart Internet of Things (SmartIoT),"31 Dec 2025","2025","","","286","291","Low-latency lightweight cryptography is attracting attention as a promising security solution for Internet of Things (IoT) devices. LTLBC is a low-latency lightweight cryptography introduced in 2024, which has a smaller circuit size and lower latency than conventional cryptographic algorithms. These cryptographic algorithms ensure computational security. However, risks such as fault analysis using information from cryptographic hardware implementations have been reported, and it is important to evaluate the tamper resistance (security) against this analysis. Therefore, this study evaluates the security of LTLBC against fault analysis. Experimental results show that all subkeys can be recovered with as few as 20 ciphertext pairs when the fault injection probability is 20%.","2770-2677","979-8-3315-5978-6","10.1109/SmartIoT66867.2025.00047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11311670","security;lightweight cryptography;ltlbc;side-channel analysis;fault analysis","Resistance;Hardware;Circuit faults;Cryptography;Internet of Things;Hamming distances;Low latency communication;Clocks","","","","19","IEEE","31 Dec 2025","17-20 Nov. 2025","17-20 Nov. 2025","IEEE","IEEE Conferences"
"Low Power Advanced Encryption Standard Design Using Finite State Machine Guided Split SubBytes","K. Nayak; A. Bisoyi","School of Electronic Sciences, Odisha University of Technology and Research, Bhubaneswar, India; School of Electronic Sciences, Odisha University of Technology and Research, Bhubaneswar, India","2025 International Conference on Modeling, Simulation & Intelligent Computing (MoSICom)","2 Mar 2026","2025","","","650","655","Traditional Field Programmable Gate Array (FPGA) based Advanced Encryption Standard (AES) architectures usually suffer from dynamic power consumption due to parallel S-box operations in the SubBytes transformation. To overcome this issue, a finite state machine (FSM) controlled Split SubBytes AES 128 architecture was introduced and synthesized on Zynq 7000 ZC702 Evaluation Board (xc7z020clg484-1) FPGA using Vivado v.2024.2 tool in which eight S-boxes reused over two sequential subcycles achieving 6.107 ns critical path delay, 22% power reduction and 163.7 MHz operating frequency compared with the traditional AES core. The comparative evaluation with existing works confirm that proposed FSM based architecture offers an effective power and performance trade-offs and the fault tolerant design maintains timing with 28% power overhead ensuring balance between efficiency and reliability.","","979-8-3315-7391-1","10.1109/MoSICom67153.2025.11398323","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11398323","AES 128;Cryptography;Fault Tolerant Encryption;Lightweight Encryption;IoT;Verilog;Split SubBytes;Fault Detection;FSM;FPGA","Fault tolerance;Fault tolerant systems;Automata;Computer architecture;Reliability engineering;Encryption;Internet of Things;Field programmable gate arrays;Standards;S Box","","","","23","IEEE","2 Mar 2026","10-12 Dec. 2025","10-12 Dec. 2025","IEEE","IEEE Conferences"
"High Throughput-to-Area AES: The Role of Small S-Box in Lightweight Cryptographic Design","Y. S. Vaz; J. C. B. Mattos; R. I. Soares","Technological Development Center, Federal University of Pelotas (UFPel), Pelotas, Brazil; Technological Development Center, Federal University of Pelotas (UFPel), Pelotas, Brazil; Technological Development Center, Federal University of Pelotas (UFPel), Pelotas, Brazil",2025 IEEE 16th Latin America Symposium on Circuits and Systems (LASCAS),"22 Apr 2025","2025","1","","1","5","Data security is an essential prerequisite for the effective functioning of modern systems. It guarantees the secure transmission of information to thwart unauthorized access and potential data breaches. Cryptography plays an indispensable role in safeguarding sensitive data during communication. The Advanced Encryption Standard (AES) is an esteemed choice among symmetric key algorithms, owing to its proven reliability and robust security features. Despite its extensive adoption, optimizing AES implementations to achieve high throughput while minimizing hardware resource consumption, particularly in area, is a significant challenge. This study addresses the challenge of reducing area usage while enhancing the throughput of the algorithm by focusing on improving the throughput-to-area efficiency of AES through a novel hardware implementation. This approach introduces an optimized SubBytes stage featuring a smaller S-box comprising just 16 elements. The proposed optimization enables an enhanced throughput per area (Mbpslk-gate), providing a more balanced solution for lightweight en-cryption applications. It allowed a notable area reduction of 84%, alongside doubling the maximum frequency compared to the original implementation. In terms of throughput-to-area efficiency, the optimizations resulted in a value 12.5 times greater than the original design's. Furthermore, the security robustness of the modified algorithm is confirmed through three distinct security tests, validating its reliability and suitability for practical deployment.","2473-4667","979-8-3315-2212-4","10.1109/LASCAS64004.2025.10966232","Coordenaçõo de Aperfeiçoamento de Pessoal de Nivel Superior - Brasil(grant numbers:001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10966232","AES Optimization;Throughput-to-Area Efficiency;Lightweight Cryptography;Hardware Implementation;S-Box Reduction","Performance evaluation;Side-channel attacks;NIST;Throughput;Hardware;Robustness;Internet of Things;Optimization;Standards;S Box","","","","11","IEEE","22 Apr 2025","25-28 Feb. 2025","25-28 Feb. 2025","IEEE","IEEE Conferences"
"Partial Recomputation Fault Detection Architecture for Multiple-Precision Montgomery Modular Multiplication","S. Aghapour; K. Ahmadi; M. Mozaffari Kermani; R. Azarderakhsh","Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"21 Jan 2026","2026","45","2","1042","1046","Detection of soft errors and faults are one of the most critical factors in ensuring the reliability of algorithm implementations. Multiplication, as a fundamental and computationally intensive operation, is particularly vulnerable to such errors. Given its widespread use in cryptography and coding applications, detecting these errors is crucial. For example, in hash functions, even a single-bit change in the input can completely alter the output ([ideally, each bit of the output changes with a probability of  ${}({1}/{2}])$ . Montgomery multiplication as an efficient multiplication method is an integral part of numerous cryptographic applications expanding both classical and post quantum cryptography. For that reason, this brief introduces a fault detection method for the multiple-precision Montgomery modular multiplication algorithm based on partial recomputation. Through extensive simulations and implementations, we demonstrate that our approach efficiently detects both permanent and transient errors with a high-success rate, while imposing modest area and time overhead on the system.","1937-4151","","10.1109/TCAD.2025.3592590","National Science Foundation(grant numbers:SaTC-2350213); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11096080","Cryptography;fault detection;FPGA;Montgomery modular multiplication","Fault detection;Encoding;Circuit faults;Integrated circuit modeling;Field programmable gate arrays;Delays;Transient analysis;Training;Software algorithms;Side-channel attacks","","5","","24","IEEE","24 Jul 2025","Feb. 2026","","IEEE","IEEE Journals"
"PRO-GAGE: A High Performance Compact GAGE Hash Function Processor for Small Space Technology","M. El-Hadedy; M. Margala; S. Mosanu; D. Gligorosk; W. -M. Hwu","ECE, California State Polytechnic University, Pomona (CPP); ECE, University of Massachusetts, Lowell (UML); CPE, University of Virginia, Charlottesville (UVA); ISCT, Norwegian University of Science and Technology, Trondheim (NTNU); CSL, University of Illinois at Urbana-Champaign (UIUC)",2021 IEEE Space Computing Conference (SCC),"28 Sep 2021","2021","","","9","16","There is a growing demand for small devices for aerospace and near-orbit applications such as CubeSats, airships, and others, which demand comprehensive functionality, computational capability and reliability. These small systems depend on limited power budgets, sufficient computational power, and accuracy. Secure and reliable operation of these devices is also a fundamental matter as the interest (from both private and public sectors) in exploring space is continuously increasing. At present, open space is considered an insecure environment and therefore increases the demand for constrained security primitives on these flying devices. However, many such features require significant power, which affects the battery lifetime. In this paper, we propose and evaluate the area, power and performance of a novel High Performance Compact low-power GAGE hash function processor called PRO-GAGE. The results show PRO-GAGE is 29x faster and 7x more power-efficient than the reported implementation of GAGE hash function on the AVR ATMEGA 328p micro-controller.","","978-1-6654-2400-4","10.1109/SCC49971.2021.00009","Air Force Research Laboratory; Air Force Office of Scientific Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9546284","Cryptography;Small devices;FPGA;ASIC;IoT","Hash functions;Performance evaluation;Ciphers;Power demand;Authentication;Space exploration;Reliability","","7","","14","IEEE","28 Sep 2021","23-27 Aug. 2021","23-27 Aug. 2021","IEEE","IEEE Conferences"
"Efficient Partial Recomputation-Based Fault Detection Approaches for Z-transform","S. Aghapour; K. Ahmadi; M. Mozaffari Kermani; R. Azarderakhsh","Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA; Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"8 Jul 2025","2025","33","7","1983","1993","The Z-transform is a fundamental and strong tool being widely utilized in signal processing and various other applications such as communications and networking. By analyzing the Z-transform of a signal, one can extract critical information about its stability, causality, frequency response, energy and power, and overall behavior of the signal. However, errors caused either by environmental changes or malicious injections in large-scale integration (VLSI) implementations can critically compromise the integrity and reliability of its output. Failure to detect such faults may result in unpredictable, erroneous, and misleading function analyses. Therefore, the ability to detect soft errors and faults before accepting the results is of paramount importance. In this article, we propose an efficient fault detection method that combines algorithmic-level checks with partial recomputation to identify both transient and permanent faults with a high error coverage rate across various injection scenarios. The AMD/Xilinx field-programmable gate array (FPGA) implementation of our design demonstrated only a modest increase in time and area overhead. To the best of our knowledge, fault detection for the Z-transform function has not been previously studied.","1557-9999","","10.1109/TVLSI.2025.3560154","US National Science Foundation (NSF)(grant numbers:SaTC-1801488); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10981316","Fault diagnosis;field-programmable gate array (FPGA);reliability;Z-transform","Fault detection;Reliability;Field programmable gate arrays;Cryptography;Computer architecture;Signal processing algorithms;Fault diagnosis;Very large scale integration;Transforms;Encoding","","6","","33","IEEE","30 Apr 2025","July 2025","","IEEE","IEEE Journals"
"True Random Number Generator Prototype Implemented in an FPGA","R. Oliveira; J. Cabacinho; L. Oliveira; J. Casaleiro","DEEC-FCT NOVA CTS-UNINOVA and LASI, Monte da Caparica, Portugal; DEEC-FCT NOVA CTS-UNINOVA and LASI, Monte da Caparica, Portugal; DEEC-FCT NOVA CTS-UNINOVA and LASI, Monte da Caparica, Portugal; ISEL-IPL CTS-UNINOVA and LASI, Monte da Caparica, Portugal",2023 7th International Young Engineers Forum (YEF-ECE),"8 Aug 2023","2023","","","95","99","True Random Number Generators (TRNGs) are one popular solution in hardware-based cryptographic systems, aiding in the security and reliability of data exchange. Their operation is based on physical phenomena and these can be used in applications such as key generation or random challenges. Implementing this type of circuits in FPGA allows for fast prototyping and easy integration.In this paper, we propose a prototype of a TRNG system based on Ring Oscillator (RO) structures that is lightweight, using less than 100 LookUp Tables (LUTs), and does not use post-processing modules. When compared to other state-of-the-art architectures, our prototype adds to a basic entropy source a simple module that uses only basic logic elements, resulting in greater jitter accumulation while keeping the overall architecture small. These characteristics also allow for easy modifications on the circuit to be done and make the design suitable for ASIC platform porting.The proposed architecture has been implemented on a Xilinx Zynq-7000 Zybo Z7-20 FPGA and it is able to pass all the National Institute of Standards and Technology (NIST) statistical tests, showing promise in future applications.","","979-8-3503-0042-0","10.1109/YEF-ECE58420.2023.10209297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209297","Security;Cryptography;TRNG;Entropy;Jitter;Ring Oscillator","Ring oscillators;Prototypes;NIST;Logic gates;Jitter;Inverters;Generators","","2","","13","IEEE","8 Aug 2023","7-7 July 2023","7-7 July 2023","IEEE","IEEE Conferences"
"High-Reliability True Random Number Generator With Real-Time Entropy Monitor","P. Realpe-Muñoz; J. Erazo-Aux; J. Velasco-Medina","Facultad de Ingenierías, Institución Universitaria Antonio José Camacho, Cali, Colombia; Escuela de Ingeniería Eléctrica y Electrónica, Universidad del Valle, Cali, Colombia; Facultad de Ingenierías, Institución Universitaria Antonio José Camacho, Cali, Colombia",2026 IEEE 17th Latin America Symposium on Circuits and System (LASCAS),"31 Mar 2026","2026","","","1","5","This paper presents the design of a high-reliability True Random Number Generator (TRNG), which consists of a ring oscillator block that incorporates a Von Neumann corrector, a dual-clock First-In First-Out (FIFO) block, a real-time entropy monitor that uses binary Shannon entropy for early fault detection in the entropy source, and two FSMs. To validate the reliability of the proposed TRNG, the repetition count test (RCT) and the adaptive proportion test (APT), as recommended by NIST SP 800-90B, were carried out. Additionally, a Universal Asynchronous Receiver-Transmitter (UART) interface was implemented to transmit the bits generated by the TRNG to a PC. TRNG was synthesized on a Field-Programmable Gate Array (FPGA) device (Cyclone V 5CSEBA6U23IE), evaluated using the NIST 800-22 statistical test suite, and verified in hardware using the DE10-Nano board and the Signal Tap tool. The synthesis results show that TRNG exhibits good performance with a low area resource requirement. According to the results, TRNG achieves a throughput of $\mathbf{5 0. 7 5 ~ M b p s}$ with a measured entropy of 0.9959 bits/bit, utilizing 274 LUTs, 24-kbit of ROM, and consuming 224.36 mW of power.","2473-4667","979-8-3315-7097-2","10.1109/LASCAS67804.2026.11457168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11457168","True random number generator;field programmable gate arrays;ring oscillators;Von Neumann corrector;entropy monitor","Ring oscillators;NIST;Throughput;Entropy;Real-time systems;Generators;Internet of Things;Cryptography;Monitoring;Field programmable gate arrays","","","","15","IEEE","31 Mar 2026","24-27 Feb. 2026","24-27 Feb. 2026","IEEE","IEEE Conferences"
"Advanced QKD Protocols and Practical Challenges","M. Rajpurohit; K. M. Deka; V. P. Singh; H. P","Centre for Development of Advanced Computing, Quantum Technology Group, Bengaluru, India; Centre for Development of Advanced Computing, Quantum Technology Group, Bengaluru, India; Centre for Development of Advanced Computing, Quantum Technology Group, Bengaluru, India; Centre for Development of Advanced Computing, Quantum Technology Group, Bengaluru, India",2024 IEEE International Conference on Public Key Infrastructure and its Applications (PKIA),"29 Oct 2024","2024","","","1","8","Quantum Key Distribution (QKD) is an emerging field in private key cryptography. Recent advancements in quantum cryptography are focused on developing more secure protocols, particularly in response to the real time implementations of quantum hacking. Our research article focuses on Measurement-Device-Independent (MDI) and Twin-Field (TF) Quantum Key Distribution protocols, addressing the challenges associated with their implementation. We have discussed the implementation of a discrete phase randomization technique and phase slicing for Twin-Field (TF) Quantum Key Distribution, along with the integration of a random number generator (RNG). In our work, we designed and implemented initial quantum state preparation and the control electronics for an advanced Quantum Key Distribution system using an FPGA board.","","979-8-3503-5197-2","10.1109/PKIA62599.2024.10727858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10727858","MDI-QKD;TF-QKD;Phase Randomization;QKD Control Electronics Architecture","Protocols;RF signals;Quantum state;Generators;Real-time systems;Quantum key distribution;Reliability;Voltage control;Quantum cryptography;Field programmable gate arrays","","","","30","IEEE","29 Oct 2024","5-6 Sept. 2024","5-6 Sept. 2024","IEEE","IEEE Conferences"
"A Tale of Two Models: Discussing the Timing and Sampling EM Fault Injection Models","R. Nabhan; J. -M. Dutertre; J. -B. Rigaud; J. -L. Danger; L. Sauvage","Mines Saint-Etienne, CEA, Leti, Centre CMP, Gardanne, France; Mines Saint-Etienne, CEA, Leti, Centre CMP, Gardanne, France; Mines Saint-Etienne, CEA, Leti, Centre CMP, Gardanne, France; LTCI, Télécom Paris, Institut Mines-Telecom, Palaiseau, France; LTCI, Télécom Paris, Institut Mines-Telecom, Palaiseau, France",2023 Workshop on Fault Detection and Tolerance in Cryptography (FDTC),"12 Apr 2024","2023","","","1","12","Investigating the dynamics and mechanisms of Electromagnetic Fault Injection (EMFI) attacks, which expose an active circuit to electromagnetic disturbances, presents a persisting challenge due to the diverse and complex fault mechanisms involved. An improved understanding of EMFI modeling is paramount for developing proficient on-chip detection sensors, serving as countermeasures to these attacks. In light of this, our research evaluated the effectiveness of EMFI detection sensors, introduced by Elbaze et al., which rest on the premise that the sampling fault model accounts for EMFI. To assess the functionality of these sensors, we integrated them into an Advanced Encryption Standard (AES) accelerator of a Field-Programmable Gate Array (FPGA) and performed a series of experiments. The resulting evidence suggests that the explanation for EMFI is not a singular fault model but rather, two underlying mechanisms are implicated. At high frequencies, which corresponds to low slack, electromagnetic disturbances, in tandem with the target's Power Distribution Network (PDN), initiated timing constraint violations. This violation subsequently increased the logic propagation times, surpassing the clock period. Contrarily, at low to moderate frequencies, the induced faults generally aligned with the sampling fault model. However, certain deviations from the theoretical framework called into question the model's validity. Upon a deeper examination of the results, we determined that these faults, rather than being sampling faults, were tied to a different mechanism. Electromagnetic disturbances, when coupled with a target's Clock Distribution Network (CDN), can cause timing constraint violations due to EMFI-induced voltage glitches within the target's clock tree. By integrating the mechanisms of EMFI-induced clock glitches and timing faults into the timing violations fault model, we attain a holistic comprehension of EMFI mechanisms. It encapsulates both mechanisms induced by EMFI, spanning the full-frequency spectrum of the target.","2995-0252","979-8-3503-4252-9","10.1109/FDTC60478.2023.00010","French National Research Agency (ANR)(grant numbers:ANR-20-CYAL-0007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10495116","EMFI;timing violations fault model;EMFI-induced clock glitches;timing faults;sampling fault model;fully digital sensor","Couplings;Voltage;Timing;Sensors;Circuit faults;High frequency;Integrated circuit modeling","","13","","13","IEEE","12 Apr 2024","10-10 Sept. 2023","10-10 Sept. 2023","IEEE","IEEE Conferences"
"Efficient Homomorphic Encryption Accelerator With Integrated PRNG Using Low-Cost FPGA","I. Syafalni; G. Jonatan; N. Sutisna; R. Mulyawan; T. Adiono","Electrical Engineering Department, School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; University Center of Excellence on Microelectronics, Bandung Institute of Technology, Bandung, Indonesia; Electrical Engineering Department, School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; Electrical Engineering Department, School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; Electrical Engineering Department, School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia",IEEE Access,"24 Jan 2022","2022","10","","7753","7771","With recent development in internet speed and reliability, cloud computing has become a more reliable solution for the user. In many cases where data privacy is critical, fully homomorphic encryption (FHE) can be a security solution for securing cloud computing. FHE enables computation on encrypted data, hence it ensures data privacy in case of cloud computing. One popular scheme of FHE is the BFV homomorphic encryption scheme, which is based on ring learning with error (RLWE) computation. The BFV scheme uses ring polynomials as the main object, hence its encryption, decryption, and evaluation require high-degree polynomial multiplication. In this paper, we present comprehensive design and implementation of a hardware architecture to accelerate encryption and decryption in BFV scheme. Our accelerator uses convolution approach for calculating a polynomial multiplication. To implement the convolution, we use a systolic array to calculate polynomial convolution followed by a simple delayed subtraction to calculate polynomial modulo reduction inside our accelerator’s core. Moreover, we use a built-in Gaussian pseudo-random number generator (PRNG) to generate Gaussian noise in the encryption operations. Finally, we implement the 1024 degrees BFV accelerator on the Xilinx PYNQ Z1 board and compare the encryption and decryption performances to other methods as well as a software implementation on Intel Core i7 with 8GB memory. Experimental results show that our accelerator outperforms the clock cycles of other methods with the same polynomial degrees 1024 up to  $22\times $ . Moreover, our proposed Gaussian PRNG has better  $2\times $  correlation compared to the rotation-only-based PRNG. Finally, our accelerator accelerates up to  $9\times $  for encryption and  $3.5\times $  for decryption as well as  $6.8\times $  for overall compared to Microsoft SEAL on Intel Core i7 processor with 8GB memory. The proposed design is scalable for higher degrees polynomial multiplication and useful for security technology such as high-speed secure cloud computing, blind computing, and secure communication.","2169-3536","","10.1109/ACCESS.2022.3143804","Indonesian Ministry of Research and Technology/National Agency for Research and Innovation (Kemenristek/BRIN); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9682693","BFV scheme;fully homomorphic encryption;Gaussian PRNG;hardware accelerator;systolic array","Homomorphic encryption;Cryptography;Cloud computing;Convolution;Data privacy;Systolic arrays;Software","","32","","47","CCBYNCND","14 Jan 2022","2022","","IEEE","IEEE Journals"
"Coding Design","P. Hung; H. Kan; G. Knopf",Maxeler Technologies; Beijing University; Advanced Micro Devices,Edge Computing Acceleration: From 5G to 6G and Beyond,"","2025","","","89","124","Summary <p>Chapter 4 investigates the coding design in 5G and 6G networks, focusing on techniques to ensure data integrity and security. It details various error correction codes such as block codes, convolutional codes, Turbo codes, LDPC codes, and Polar codes, explaining their roles in maintaining data accuracy and reliability. The chapter also explores essential security components, including encryption, authentication, access control, intrusion detection, and data loss prevention. Additionally, it covers security codes, discussing Public Key Infrastructure (PKI), symmetric and asymmetric cryptography, and standards like AES, RSA, and ECC. Emerging security topics for 5G/6G, such as blockchain, lightweight encryption algorithms, network codes, post‐quantum cryptography, homomorphic encryption, and zero‐knowledge proof, are examined for their potential to enhance the security and reliability of 5G/6G networks.</p>","","9781119813859","10.1002/9781119813873.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10783124.pdf&bkn=10783067&pdfType=chapter","","Codes;Error correction codes;Decoding;Reliability theory;Redundancy;Signal to noise ratio;Intrusion detection;Data integrity;Cryptography;Throughput","","","","","","6 Dec 2024","","","IEEE","Wiley-IEEE Press eBook Chapters"
