"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research on Short-term Prediction Algorithm for Distributed Photovoltaic Power in Regional Distribution Networks","H. Chen; Y. Li; Y. Tang; L. Feng; C. Zhao; Q. Zou; B. Huang; H. Tian","Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China; Beijing Smart-chip Microelectronics Technology Co., Ltd, Beijing, China","2024 IEEE 7th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)","25 Apr 2024","2024","7","","926","930","In response to the current lack of intelligent prediction capabilities for distributed new energy in energy management terminals in regional distribution networks, this article relies on the deployment of new energy regulation terminals equipped with artificial intelligence Falcon A200 chips in microgrid distribution radio areas, and introduces Gated Recurrent Unit (GRU) network models to achieve end side ultra short time photovoltaic power generation prediction, And based on this, a combination model with better predictive metrics is proposed by combining the Convolutional Neural Networks (CNN) model optimized with dual attention modules. Due to the deployment of this prediction model on the distribution side, there are certain limitations on the model size. Based on this reason, lightweight convolution is introduced to design the model in a lightweight manner, resulting in a lightweight distributed photovoltaic power prediction algorithm model.","2689-6621","979-8-3503-3916-1","10.1109/IAEAC59436.2024.10503899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10503899","distribution network;improved dual attention mechanism;GRU","Photovoltaic systems;Convolution;Microgrids;Distribution networks;Predictive models;Logic gates;Prediction algorithms","","","","5","IEEE","25 Apr 2024","15-17 March 2024","15-17 March 2024","IEEE","IEEE Conferences"
"An Efficient Hardware/Software Co-Design for FALCON on Low-End Embedded Systems","Y. Lee; J. Youn; K. Nam; H. H. Jung; M. Cho; J. Na; J. -Y. Park; S. Jeon; B. G. Kang; H. Oh; Y. Paek","Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Computer Engineering, Yeungnam University, Gyeongsan-si, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Samsung Electronics System LSI, Hwaseong-si, Gyeonggi-do, South Korea; Samsung Electronics System LSI, Hwaseong-si, Gyeonggi-do, South Korea; Samsung Electronics System LSI, Hwaseong-si, Gyeonggi-do, South Korea; Samsung Electronics System LSI, Hwaseong-si, Gyeonggi-do, South Korea; Samsung Electronics System LSI, Hwaseong-si, Gyeonggi-do, South Korea; Department of AI⋅Software, Gachon University, Seongnam-si, Gyeonggi-do, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea",IEEE Access,"26 Apr 2024","2024","12","","57947","57958","We propose in this paper an efficient FALCON accelerator called EFX based on a HW/SW co-design where FALCON is a post-quantum cryptographic (PQC) scheme tailored as a digital signature algorithm (DSA). Our findings reveal that FALCON exhibits unique characteristics and structures which distinguish it from other PQC-DSAs. A key finding is that, unlike its counterparts, FALCON doesn’t prioritize a single, time-consuming task; instead, it processes a variety of tasks with comparable execution times. Consequently, the conventional methods focusing on accelerating dominant few tasks, which are generally effective for other algorithms, prove less efficient for FALCON, especially concerning the minimization of the silicon area used. To overcome this, we strategically focus on the granular optimization of lower-level operations rather than on broader functional segments, aiming to boost performance while conserving hardware space. Moreover, to mitigate the potential degradation due to limitation of hardware resources, we have implemented a pipelined execution strategy for the FALCON functions and refined the sampling function–a critical task that is challenging to accelerate due to inherent sequential algorithm–enabling it to run concurrently on both software and hardware, thus reducing latency. Our hardware design, synthesized at  $300MHz$  using Samsung’s  $28nm$  and  $45nm$  process technologies, demonstrates superior performance in generating FALCON signatures, with a  $3.58 \times $  improvement in clock cycles over an existing hardware accelerator. EFX occupies 38K  $um ^{2}$  and 74K  $um ^{2}$  for  $28nm$  and  $45nm$  processes, respectively, comparatively small compared to other PQC accelerators.","2169-3536","","10.1109/ACCESS.2024.3387489","Samsung Electronics Company Ltd.(grant numbers:IO201208-07839-01); BK21 FOUR Program of the Education and Research Program for Future ICT Pioneers, Seoul National University, in 2023; Inter-University Semiconductor Research Center (ISRC); Institute of Information & Communications Technology Planning & Evaluation (IITP) grant funded by Korean Government (MSIT) (Development of open edge AI SoC hardware and software platform)(grant numbers:RS-2023-00277060); IITP under the Artificial Intelligence Semiconductor Support Program to Nurture the Best Talents grant funded by Korean Government (MSIT)(grant numbers:IITP-2023-RS-2023-00256081); National Research Foundation of Korea (NRF) grant funded by Korean Government (MSIT)(grant numbers:RS-2022-00166529,RS-2023-00277326); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496572","Post quantum cryptography;digital signature algorithm;cryptography;SW/HW co-design;FALCON;accelerator","Hardware;Task analysis;Costs;NIST;Digital signatures;Hardware design languages;Quantum cryptography;Cryptography;Hardware acceleration","","10","","40","CCBYNCND","11 Apr 2024","2024","","IEEE","IEEE Journals"
"Fortifying Blockchain: Streamlined Lattice Signatures Amid Quantum Threats to Blockchain","S. M P; V. Ebenezer","Karunya Institute of Technology and Sciences, Coimbatore, Tamil Nadu; Karunya Institute of Technology and Sciences, Coimbatore, Tamil Nadu",2024 5th International Conference on Mobile Computing and Sustainable Informatics (ICMCSI),"11 Apr 2024","2024","","","677","682","The security landscape of blockchain technology faces a formidable challenge from the emergence of quantum computing. A promising remedy for blockchain-based cryptographic systems has emerged in the form of lattice-based signature schemes. This review of the literature provides a thorough analysis of several lattice-based signature schemes that are resistant to quantum attacks and can increase their efficiency in a blockchain environment by shortening the key and signature length. This study considers the lattice signature schemes, including those based on NTRUEncrpyt and Falcon, as well as lattice-based blind and homomorphic signature schemes. This study explores the key principles of the above signature schemes, and how they safeguard the blockchains from quantum attacks. This research study begins with some basic idea of lattice-based signature schemes and their significance to resist quantum attacks. The important aspect of this review is an in-depth analysis of existing literature on lattice signature schemes. The main areas concentrated were the design principles, cryptography foundations, and its computational aspects, most importantly the reduction of key and signature length. Furthermore, this research study highlights the ongoing research strategies, and open challenges in the field, such as key management strategies, practical implementation considerations, and integration with existing blockchain protocols. This study provides insight into the state-of-the-art research and development in the field of lattice-based signature schemes designed for blockchain-based applications. This study underscores the importance of addressing the quantum threat while optimizing the performance of blockchain networks, laying the foundation for future advancements in this critical area of research.","","979-8-3503-9523-5","10.1109/ICMCSI61536.2024.00106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10493932","Keywords: Quantum Computer;Anti Quantum;Lattice Cipher;Blind Signature;Falcon;NTRUEncrypt;Homomorphic Signature;IPFS","Resistance;Quantum computing;Protocols;Reviews;Lattices;Resists;Parity check codes","","","","21","IEEE","11 Apr 2024","18-19 Jan. 2024","18-19 Jan. 2024","IEEE","IEEE Conferences"
"16.2 A 28nm 69.4kOPS 4.4μJ/Op Versatile Post-Quantum Crypto-Processor Across Multiple Mathematical Problems","Y. Zhu; W. Zhu; Y. Ouyang; J. Sun; M. Zhu; Q. Zhao; J. Yang; C. Chen; Q. Tao; G. Yang; A. Zhang; S. Wei; L. Liu","Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Micro Innovation Integrated Circuit Design Co., Ltd, Wuxi, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China; Tsinghua University, Beijing, China",2024 IEEE International Solid-State Circuits Conference (ISSCC),"13 Mar 2024","2024","67","","298","300","The migration towards post-quantum cryptography (PQC) is in progress to secure communications and transactions against the impending quantum threat, while three key-encapsulation mechanisms (KEM) and one digital signature (DS) scheme are being standardized by NIST [1]. This multi-year migration poses serious challenges to PQC implementations for compatibility and performance requirements in various scenarios and settings: 1) Performance limitations caused by diverse computation patterns and relatively higher computation costs. 2) Crypto-agility resulting from different mathematical problems, various security parameters, or even different standardization bodies. 3.) Domain-specific optimization to address the long-term security of the evolving algorithm families. However, most existing PQC accelerators [2, 3, 5] were only customized for specific algorithms based on unique mathematical problems. The latest configurable PQC processor [4] did not support Falcon and Sphincs+, which are being drafted for standardization. To address this issue, a versatile PQC processor fabricated in 28nm is presented with three key features: 1) task-clustering-based architecture for scalable processing with aggressive parallelism; 2) region-based task-path (TP) with dynamic update for agile cryptographic computing; 3) efficient PQC task-operators (TO), including hash/sample, format, floating-point/complex, encoding/decoding operators, for further improvements on throughput and energy-efficiency. Based on these contributions, the proposed chip supports all predominant schemes in NIST’s PQC standardization, while still delivering 44.6% and 10.3% improvements in the throughput and energy-delay product (EDP), respectively, relative to a state-of-the-art design [4].","2376-8606","979-8-3503-0620-0","10.1109/ISSCC49657.2024.10454332","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10454332","","Standardization;Parallel processing;NIST;Throughput;Energy efficiency;Solid state circuits;Cryptography","","10","","8","IEEE","13 Mar 2024","18-22 Feb. 2024","18-22 Feb. 2024","IEEE","IEEE Conferences"
"Falcon/Kyber and Dilithium/Kyber Network Stack on Nvidia’s Data Processing Unit Platform","D. C. Lawo; R. Frantz; A. C. Aguilera; X. A. I. Clemente; M. P. Podleś; J. L. Imaña; I. T. Monroy; J. J. V. Olmos","Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Department of Computer Architecture and Automation, Complutense University of Madrid, Madrid, Spain; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Software Architecture, NVIDIA Corporation, Tel Aviv-Yafo, Israel",IEEE Access,"18 Mar 2024","2024","12","","38048","38056","Commercially available quantum computers are expected to reshape the world in the near future. They are said to break conventional cryptographic security mechanisms that are deeply embedded in our today’s communication. Symmetric cryptography, such as AES, will withstand quantum attacks as long as the key sizes are doubled compared to today’s key lengths. Asymmetric cryptographic procedures, e.g. RSA, however are broken. It is therefore necessary to change the way we assure our privacy by adopting and moving towards post-quantum cryptography (PQC) principles. In this work, we benchmark three PQC algorithms, Falcon, Dilithium, and Kyber. Moreover, we present an implementation of a PQC stack consisting of the algorithms Dilithium/Kyber and Falcon/Kyber which use hardware accelerators for some key functions and evaluate their performance and resource utilization. Regarding a classic server-client model, the computational load of the Dilithium/Kyber stack is distributed more equally among server and client. The stack Falcon/Kyber biases the computational challenges towards the server, hence relieving the client of performing costly operations. We found that Dilithium’s advantage over Falcon is that Dilithium’s execution is faster while the workload to be performed is distributed equally among client and server, whereas Falcon’s advantage over Dilithium lies within the small signature sizes and the unequally distributed computational tasks. In a client server model with a performance limited client (i.e. Internet-of-Things - IoT - environments) Falcon could proof useful for it constrains the computational hard tasks to the server and leaves a minimal workload to the client. Furthermore, Falcon requires smaller bandwidth, making it a strong candidate for deep-edge or IoT applications.","2169-3536","","10.1109/ACCESS.2024.3374629","Quantum Resistant Communications (QUARC): Advance Learning in Applied PQC Training Project by the European Union Horizon Europe Research and Innovation Program within the Framework of Marie Skłodowska-Curie Actions(grant numbers:101073355); Collaborative edge-cLoud continuum and Embedded AI for a Visionary industry of thE futuRe (CLEVER) Project by the Key Digital Technologies Joint Undertaking Program(grant numbers:101097560); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10462111","Data processing units;Dilithium;falcon;Kyber;post-quantum cryptography","Cryptography;Servers;Software algorithms;Security;Cloud computing;Field programmable gate arrays;Software;Quantum computing;Client-server systems","","13","","48","CCBYNCND","7 Mar 2024","2024","","IEEE","IEEE Journals"
"High Throughput Lattice-Based Signatures on GPUs: Comparing Falcon and Mitaka","W. -K. Lee; R. K. Zhao; R. Steinfeld; A. Sakzad; S. O. Hwang","Department of Computer Engineering, Gachon University, Seongnam, South Korea; CSIRO's Data61, Marsfield, NSW, Australia; Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University, Clayton, VIC, Australia; Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University, Clayton, VIC, Australia; Department of Computer Engineering, Gachon University, Seongnam, South Korea",IEEE Transactions on Parallel and Distributed Systems,"7 Mar 2024","2024","35","4","675","692","The US National Institute of Standards and Technology initiated a standardization process for post-quantum cryptography in 2017, with the aim of selecting key encapsulation mechanisms and signature schemes that can withstand the threat from emerging quantum computers. In 2022, Falcon was selected as one of the standard signature schemes, eventually attracting effort to optimize the implementation of Falcon on various hardware architectures for practical applications. Recently, Mitaka was proposed as an alternative to Falcon, allowing parallel execution of most of its operations. These recent advancements motivate us to develop high throughput implementations of Falcon and Mitaka signature schemes on Graphics Processing Units (GPUs), a massively parallel architecture widely available on cloud service platforms. In this article, we propose the first parallel implementation of Falcon on various GPUs. We develop an iterative version of the sampling process in Falcon, which is also the most time-consuming Falcon operation. This allows us to implement Falcon signature generation without relying on expensive recursive function calls on GPUs. In addition, we propose a parallel random samples generation approach to accelerate the performance of Mitaka on GPUs. We evaluate our implementation techniques on state-of-the-art GPU architectures (RTX 3080, A100, T4 and V100). Experimental results show that our Falcon-512 implementation achieves 58,595 signatures/second and 2,721,562 verifications/second on an A100 GPU, which is $20.03\times$20.03× and $29.51\times$29.51× faster than the highly optimized AVX2 implementation on CPU. Our Mitaka implementation achieves 161,985 signatures/second and 1,421,046 verifications/second on the same GPU. Due to the adoption of a parallelizable sampling process, Mitaka signature generation enjoys $\approx 2$≈2–$20 \times$20× higher throughput than Falcon on various GPUs. The high throughput signature generation and verification achieved by this work can be very useful in various emerging applications, including the Internet of Things.","1558-2183","","10.1109/TPDS.2024.3367319","Brain Pool Program; National Research Foundation of Korea; Ministry of Science and Information Communication Technology(grant numbers:2019H1D3A1A01102607); ARC Discovery Project(grant numbers:DP180102199,DP220101234); Gachon University research(grant numbers:GCU-202304050001); The Circle Foundation; December 2023 as Quantum Security Research Center; 2023 The Circle Foundation Innovative Science Technology Center; 2023 TCF Innovative Science Project-05; Australian Research Data Commons; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440463","Post-quantum cryptography;lattice-based cryptography;and graphics processing units (GPU)","Graphics processing units;Throughput;NIST;Parallel processing;Hardware;Central Processing Unit;Lattices","","15","","46","IEEE","20 Feb 2024","April 2024","","IEEE","IEEE Journals"
"Status on the Development of the Nb$_{3}$Sn 12 T Falcon Dipole for the FCC-hh","R. U. Valente; A. Ballarino; A. Bersani; M. Bracco; S. Burioli; B. Caiffi; E. De Matteis; S. Farinon; A. Gagno; F. Levi; S. Mariotto; R. Musenich; D. Novelli; A. Palmisano; A. Pampaloni; M. Prioli; N. Sala; M. Sorbi; S. Sorti; M. Statera; G. Vernassa","Istituto Nazionale di Fisica Nucleare, Laboratorio Acceleratori e Superconduttività Applicata, Milano, Italy; European Organization for Nuclear Research, Geneva, Switzerland; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare, Laboratorio Acceleratori e Superconduttività Applicata, Milano, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Università degli Studi di Milano, Milano, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare, Laboratorio Acceleratori e Superconduttività Applicata, Milano, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Istituto Nazionale di Fisica Nucleare, Laboratorio Acceleratori e Superconduttività Applicata, Milano, Italy; Istituto Nazionale di Fisica Nucleare Sezione di Genova, Genova, Italy; Università degli Studi di Milano, Milano, Italy; Università degli Studi di Milano, Milano, Italy; Istituto Nazionale di Fisica Nucleare, Laboratorio Acceleratori e Superconduttività Applicata, Milano, Italy; European Organization for Nuclear Research, Geneva, Switzerland",IEEE Transactions on Applied Superconductivity,"21 Dec 2023","2024","34","3","1","5","The quest for advancing science and technology continues with the Future Circular Collider (FCC), which requires 16 T bending dipoles to be installed along its 100 km tunnel to achieve a center-of-mass energy of 100 TeV, in its hadron-hadron version. The promising Nb$_{3}$Sn technology for superconducting magnets presents a potential solution for large-scale production. In line with this, the European strategy for particle physics has urged for increased efforts in High Field Magnet R&D, specifically in constructing demonstrators for Nb$_{3}$Sn technology. To address this call, the Istituto Nazionale di Fisica Nucleare (INFN) and CERN entered into an agreement to build a 1.5 m long cos-theta dipole in Nb$_{3}$Sn, called Falcon Dipole (The Future Accelerator post-LHC Cos-theta Optimized Nb$_{3}$Sn Dipole). The project aims to consolidate the fabrication process for Nb$_{3}$Sn superconducting dipoles in the 12–14 T range, engaging industry partners in the initial stages of the R&D phase. This article provides a recall of the magnet design features and highlights the progress made in the development activities. Critical processes like the reaction treatment and the impregnation are discussed, with an emphasis on the test outcomes and the challenges faced. By taking these into account, plans for the production of the coils for the final configuration can be effectively formulated.","1558-2515","","10.1109/TASC.2023.3338166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10337628","Accelerator dipoles;FCC;Nb  $_{3}$  Sn;superconducting magnets","Coils;Superconducting magnets;Windings;Fabrication;Magnetomechanical effects;Industries;Production","","6","","22","IEEE","1 Dec 2023","May 2024","","IEEE","IEEE Journals"
"Design of an Efficient NTT/INTT Architecture With Low-Complex Memory Mapping Scheme","Y. Zhao; X. Liu; Y. Hu; H. Xiao","School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China",IEEE Transactions on Circuits and Systems II: Express Briefs,"9 Jan 2024","2024","71","1","400","404","Number Theoretic Transform (NTT) and Inverse NTT (INTT) are the key algorithms used to speed up polynomial multiplications in post-quantum cryptography (PQC). This brief proposes a cross-bank-write-back (CBWB) memory mapping scheme for memory-based NTT/INTT architecture with conflict-free access patterns. The proposed scheme enables a light-weight memory access patterns for high-radix butterflies. Moreover, it makes the datapath between the memory banks and the butterfly unit straightforward and hardware-friendly. Based on the CBWB scheme, this brief also proposes a solution to adopt a single decimation strategy for both NTT and INTT in PQC accelerators to reduce hardware resources. As a case study, an efficient NTT/INTT architecture has been implemented on the FPGA using the parameters of the PQC algorithm Falcon. Experimental results show that our design achieves better Area-Time Product (ATP) compared to the state-of-the-art designs.","1558-3791","","10.1109/TCSII.2023.3296492","National Natural Science Foundation of China(grant numbers:61974039,61834006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10185931","Cryptography;post-quantum cryptography;number theoretic transform;high-radix algorithm","Hardware;Read only memory;Random access memory;Transforms;Switches;Memory architecture;Generators;Cryptography;Quantum cryptography","","21","","21","IEEE","18 Jul 2023","Jan. 2024","","IEEE","IEEE Journals"
"Forging Dilithium and Falcon Signatures by Single Fault Injection","S. Bauer; F. De Santis","Siemens AG Technology, Munich, Germany; Siemens AG Technology, Munich, Germany",2023 Workshop on Fault Detection and Tolerance in Cryptography (FDTC),"12 Apr 2024","2023","","","81","88","Embedded devices commonly rely on digital signatures to ensure both integrity and authentication. For example, digital signatures are typically verified during the boot process or firmware updates to verify the integrity of a system. They are also used to ensure authenticity of a communication party in secure protocols. Fault injection can be used to tamper with a device in order to cause malfunctioning during cryptographic computations. For example, fault injections can be used to disturb digital signing operations. With the right type of fault an attacker can compute private keys from faulted signatures. However, fault injections can also be used during verification to get maliciously crafted digital signatures accepted during signature verification with catastrophic consequences for the security of an embedded device. In this paper, we introduce new non-obvious fault injection attacks on the verification routines of Dilithium and Falconsignature schemes, which allow an attacker to get signatures for arbitrary messages accepted by fault injection. We demonstrate the feasibility of our attacks by simulations using an ARM Cortex-M4 and the pqm4 library as a target of evaluation and pinpoint vulnerable instructions. Finally, we propose and discuss possible countermeasures against these attacks.","2995-0252","979-8-3503-4252-9","10.1109/FDTC60478.2023.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10495106","Fault attack;Post-quantum cryptography;Digital signature schemes;Lattice-based cryptography;Dilithium;Falcon","Handwriting recognition;Fault detection;Conferences;Authentication;Libraries;Cryptography;Digital signatures","","3","","21","IEEE","12 Apr 2024","10-10 Sept. 2023","10-10 Sept. 2023","IEEE","IEEE Conferences"
"Efficient Hardware RNS Decomposition for Post-Quantum Signature Scheme Falcon","S. Coulon; P. He; T. Bao; J. Xie","Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA; Department of Electrical and Computer Engineering, Villanova University, Villanova, PA, USA","2023 57th Asilomar Conference on Signals, Systems, and Computers","1 Apr 2024","2023","","","19","26","The recently announced National Institute of Standards and Technology (NIST) Post-quantum cryptography (PQC) third-round standardization process has released its candidates to be standardized and Falcon is one of them. On the other hand, however, very few hardware implementation works for Falcon have been released due to its very complicated computation procedure and intensive complexity. With this background, in this paper, we propose an efficient hardware structure to implement residue numeral system (RNS) decomposition within NTRUSolve (a key arithmetic component for key generation of Falcon). In total, we have proposed three stages of coherent interdependent efforts to finish the proposed work. First, we have identified the necessary algorithmic operation related to RNS decomposition. Then, we have innovatively designed a hardware structure to realize these algorithms. Finally, field-programmable gate array (FPGA)-based implementation has been carried out to verify the superior performance of the proposed hardware structure. For instance, the proposed hardware design involves at least 3.91x faster operational time than the software implementation. To the authors' best knowledge, this is the first paper about the hardware acceleration of RNS decomposition for Falcon, and we hope the outcome of this work will facilitate the research in this area.","2576-2303","979-8-3503-2574-4","10.1109/IEEECONF59524.2023.10476845","NIST(grant numbers:60NANB20D203); NSF(grant numbers:SaTC-2020625); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10476845","Hardware design;Falcon;post-quantum cryptography;signature scheme;RNS decomposition","Software algorithms;Standardization;Computer architecture;NIST;Hardware;Software;Cryptography","","2","","18","IEEE","1 Apr 2024","29 Oct.-1 Nov. 2023","29 Oct.-1 Nov. 2023","IEEE","IEEE Conferences"
"Using μ Genetic Algorithms for Hyper-heuristic Development: A Preliminary Study on Bin Packing Problems","J. C. Ortiz-Bayliss; J. Juárez; J. G. Falcón-Cardona","Tecnologico de Monterrey, School of Engineering and Sciences, Monterrey, Mexico; Tecnologico de Monterrey, School of Engineering and Sciences, Monterrey, Mexico; Tecnologico de Monterrey, School of Engineering and Sciences, Monterrey, Mexico",2023 10th International Conference on Soft Computing & Machine Intelligence (ISCMI),"14 Mar 2024","2023","","","54","58","Hyper-heuristics have gained attention from the community in the last decade, given their capability to deal with complex combinatorial problems. Although they do not guarantee optimality, they provide a mechanism to benefit from the strengths of different heuristics and obtain good-quality solutions. So, by selectively applying such heuristics, the search is optimized. Although evolutionary algorithms have successfully been used to generate hyper-heuristics for various problems, the number of objective function evaluations is always an issue. We propose using a $\mu$ Genetic Algorithm to address this severe criticism when producing hyper-heuristics. We tested our approach on the one-dimensional Bin Packing Problem, and the results suggest that this approach is competitive concerning the heuristics applied in isolation.","2640-0146","979-8-3503-5937-4","10.1109/ISCMI59957.2023.10458597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10458597","Micro Genetic Algorithms;Hyper-heuristics;Bin Packing Problem","Training;Evolutionary computation;Linear programming;Machine intelligence;Genetic algorithms","","2","","29","IEEE","14 Mar 2024","25-26 Nov. 2023","25-26 Nov. 2023","IEEE","IEEE Conferences"
"Blockchain Based Abstract Syntax Tree to Detect Vulnerability in IOT-Enabled Smart Contract","A. Mittal; G. Widjaja; R. D. Cosme Pecho; R. Kiruba; J. M. Falcón Roque; A. Chandra","Department of Allied Science, Graphic Era Hill University, Bhimtal; Faculty of Law Universitas 17 Agustus 1945 and Faculty of Public Health Universitas Indonesia; Department of Biochemical, Universidad San Ignacio De Loyola (USIL), Lima, Peru; Sri Ramakrishna Engineering College, Coimbatore; Department of Environmental Engineering, Universidad San Ignacio de Loyola, La Molina, Lima, Peru; Lajpatrai Institute of Management Mumbai, Mumbai University",2023 Second International Conference On Smart Technologies For Smart Nation (SmartTechCon),"19 Jan 2024","2023","","","270","275","As blockchain technology and the Internet of Things (IoT) have advanced, smart contracts have found new uses in many industries. Ethereum has become the go-to system for smart contract development. However, major financial losses have come from the ubiquity of smart contract vulnerabilities. Existing techniques have struggled to make efficient use of the syntax information in contract source code, making the detection of these vulnerabilities a key field of research. The reentrancy flaw in smart contracts is addressed by proposing a new vulnerability detection tool called SC-Defender . The abstract syntax tree representation of the source code for a smart contract written in the Solidity language is the core focus of SCDefender 's deep learning technique. Its efficient vulnerability identification is the result of its use of a tree-based convolutional neural network. In order to remove superfluous branches while keeping the essential ones, we develop a pruning technique for abstract syntax trees. The vulnerability detection findings achieved by SC-Defender are encouraging, with a precision of 81.43 percent, a recall of 92.12 percent, and an F1-score of 86.4 five percent. The results of the abolition experiments show that the abstract syntax tree pruning technique is a crucial part of SC-Defender 's ability to find vulnerabilities. These improvements in smart contract vulnerability detection, especially in the context of IoT-enabled smart contracts, have a lot of potential to make smart contracts safer and reduce the economic risks that come with their broad use.","","979-8-3503-0541-8","10.1109/SmartTechCon57526.2023.10391767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10391767","Blockchain;IOT;Smart Contracts;vulnerability detection;convolutional neural network;abstract syntax tree","Industries;Economics;Deep learning;Source coding;Smart contracts;Syntactics;Blockchains","","2","","23","IEEE","19 Jan 2024","18-19 Aug. 2023","18-19 Aug. 2023","IEEE","IEEE Conferences"
