"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WRSATMK2","conferencePaper","2025","Chang, Yingjie; Chen, Junyu; Lin, Yilong; Zhang, Xuesong; Je, Seungwoo","HapticWings: Enhancing the Experience of Extra Wing Motions in Virtual Reality through Dynamic 2D Weight Shifting","Proceedings of the 2025 ACM Designing Interactive Systems Conference","979-8-4007-1485-6","","10.1145/3715336.3735755","https://dl.acm.org/doi/10.1145/3715336.3735755","In virtual reality (VR), our virtual body can have different characteristics from our real body, such as appearance, size, and even extra body parts. Previous research shows that haptic feedback enhances the user-perceived embodiment of those dissimilar avatars. In particular, weight-shifting devices showed the potential to enhance arm deformation. However, there has been no exploration of using such techniques to enhance embodiment with extra body parts, like wings. We introduce HapticWings, a back-wearable 2D weight-shifting device that provides haptic feedback for wing motions, enhancing the user embodiment of avatars with extra wings. In three user studies, we explored (1) users’ abilities to recognize different weight-shifting motions provided by HapticWings, (2) users’ perceived embodiment of avatars with extra wings when providing haptic feedback for wing motions, and (3) four possible applications and used two of them to evaluate users’ sense of realism and enjoyment in VR.","2025-07-04","2026-04-17 10:43:58","2026-05-03 10:05:36","2026-04-17","15–27","","","","","","HapticWings","DIS '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/BN5GZG2V/Chang et al. - 2025 - HapticWings Enhancing the Experience of Extra Wing Motions in Virtual Reality through Dynamic 2D We.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTALTRAZ","conferencePaper","2023","Noullet, Kristian; Ourgani, Ayoub; Färber, Michael","A Full-Fledged Framework for Combining Entity Linking Systems and Components","Proceedings of the 12th Knowledge Capture Conference 2023","979-8-4007-0141-2","","10.1145/3587259.3627556","https://dl.acm.org/doi/10.1145/3587259.3627556","Named entity recognition and disambiguation, often referred to as entity linking systems, refers to the task of automatically identifying knowledge graph entities in text documents. While a variety of entity linking systems based on very different approaches exist, these systems implicitly share certain processing steps in their pipeline. Despite this fact, they have been mainly used as stand-alone solutions. In this paper, we propose a framework for combining entity linking methods. This allows multiple entity linking systems and especially their components to be used in combination to an unlimited extent, thus allowing to achieve the best possible performance. In addition, the framework allows user-developed entity linking systems or components to be easily tested and automatically evaluated against other systems without having to set up other systems first. Essentially, our framework is knowledge graph agnostic and entity linking systems can be compared across knowledge graphs. Furthermore, our framework enables entity linking method or component recommendation, supporting the goal of achieving the best performance in a given context. We demonstrate that non-domain-expert users are able to deploy the framework within minutes and integrate unknown homebrew systems into it in less than an hour. Our framework is fully open source and available on GitHub1 along with Docker containers and tutorials2 (incl. Jupyter Notebooks).","2023-12-05","2026-04-17 10:43:58","2026-05-03 09:34:19","2026-04-17","148–156","","","","","","","K-CAP '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/GW6SPS6E/Noullet et al. - 2023 - A Full-Fledged Framework for Combining Entity Linking Systems and Components.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDRWYPMI","conferencePaper","2022","Bagheri, Amirreza; Hegedüs, Péter","Is refactoring always a good egg? exploring the interconnection between bugs and refactorings","Proceedings of the 19th International Conference on Mining Software Repositories","978-1-4503-9303-4","","10.1145/3524842.3528034","https://dl.acm.org/doi/10.1145/3524842.3528034","Bug fixing and code refactoring are two distinct maintenance actions with different goals. While bug fixing is a corrective change that eliminates a defect from the program, refactoring targets improving the internal quality (i.e., maintainability) of a software system without changing its functionality. Best practices and common intuition suggest that these code actions should not be mixed in a single code change. Furthermore, as refactoring aims for improving quality without functional changes, we would expect that refactoring code changes will not be sources of bugs. Nonetheless, empirical studies show that none of the above hypotheses are necessarily true in practice. In this paper, we empirically investigate the interconnection between bug-related and refactoring code changes using the SmartSHARK dataset. Our goal is to explore how often bug fixes and refactorings co-occur in a single commit (tangled changes) and whether refactoring changes themselves might induce bugs into the system. We found that it is not uncommon to have tangled commits of bug fixes and refactorings; 21% of bug-fixing commits include at least one type of refactoring on average. What is even more shocking is that 54% of bug-inducing commits also contain code refactoring changes. For instance, 10% (652 occurrences) of the Change Variable Type refactorings in the dataset appear in bug-inducing commits that make up 7.9% of the total inducing commits.","2022-10-17","2026-04-17 10:43:58","2026-05-03 10:06:47","2026-04-17","117–121","","","","","","Is refactoring always a good egg?","MSR '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/3U7T63FQ/Bagheri and Hegedüs - 2022 - Is refactoring always a good egg exploring the interconnection between bugs and refactorings.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXB5PZX5","conferencePaper","2018","Barros, Fernando J.","Handling overlapping collisions: a dynamic topology approach","Proceedings of the Theory of Modeling and Simulation Symposium","978-1-5108-6020-9","","","https://dl.acm.org/doi/10.5555/3213187.3213190","Modeling multiple simultaneous collisions is a complex task. While good approximations exist for collisions involving two bodies, when three or more bodies collide at the same time, the resultant system can no longer be represented using simplified models based on energy and momentum conservation laws. In this paper we exploit a general solution for the multiple collision problem based on the theory of elasticity. For achieving this goal, we exploit HyFlow formalism support for representing dynamic topology models. In particular, incremental topologies can be defined in HyFlow, and enable the description of an unbounded number of topologies without requiring their complete enumeration before simulation. In same systems, like the Newton cradle for example, the number of topologies is ∝ O(2N), where N is the number of balls, making it virtually impossible to employ traditional switching methods for a large N.","2018-11-06","2026-04-17 10:43:58","2026-05-03 10:06:30","2026-04-17","1–12","","","","","","Handling overlapping collisions","TMS '18","","","","Society for Computer Simulation International","San Diego, CA, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/GB56DDZT/Barros - 2018 - Handling overlapping collisions a dynamic topology approach.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892AH6GY","conferencePaper","2023","Srivastava, Nikit; Perevalov, Aleksandr; Kuchelev, Denis; Moussallem, Diego; Ngonga Ngomo, Axel-Cyrille; Both, Andreas","Lingua Franca – Entity-Aware Machine Translation Approach for Question Answering over Knowledge Graphs","Proceedings of the 12th Knowledge Capture Conference 2023","979-8-4007-0141-2","","10.1145/3587259.3627567","https://dl.acm.org/doi/10.1145/3587259.3627567","This research paper proposes an approach called Lingua Franca that improves machine translation quality by utilizing information from a knowledge graph to translate named entities accurately. The accurate entity translation is crucial when applied to entity-oriented search including Knowledge Graph Question Answering systems. In a nutshell, the approach preserves recognized named entities with an entity-replacement technique during the translation process. It replaces the entities back with their labels found in a knowledge graph for the target language to ensure that questions are translated correctly before answering them using a Knowledge Graph Question Answering system. The paper also introduces an open-source modular framework that enables researchers to design their own named entity-aware machine translation pipelines. The presented experimental results demonstrate the effectiveness of the Lingua Franca approach in comparison to baseline Machine Translation models. The approach shows a statistically significant improvement in the quality provided by several Knowledge Graph Question Answering systems using Lingua Franca on different datasets.","2023-12-05","2026-04-17 10:43:58","2026-05-03 10:20:20","2026-04-17","122–130","","","","","","","K-CAP '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/7XYIWFBN/Srivastava et al. - 2023 - Lingua Franca – Entity-Aware Machine Translation Approach for Question Answering over Knowledge Grap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LY75EWY5","conferencePaper","2024","Ko, Jongwoo; Kim, Sungnyun; Chen, Tianyi; Yun, Se-Young","DISTILLM: towards streamlined distillation for large language models","Proceedings of the 41st International Conference on Machine Learning","","","","","Knowledge distillation (KD) is widely used for compressing a teacher model to a smaller student model, reducing its inference cost and memory footprint while preserving model capabilities. However, current KD methods for auto-regressive sequence models (e.g., large language models) suffer from missing a standardized objective function. Moreover, the recent use of student-generated outputs to address training-inference mismatches has significantly escalated computational costs. To tackle these issues, we introduce DISTILLM, a more effective and efficient KD framework for auto-regressive language models. DISTILLM comprises two components: (1) a novel skew Kullback-Leibler divergence loss, where we unveil and leverage its theoretical properties, and (2) an adaptive off-policy approach designed to enhance the efficiency in utilizing student-generated outputs. Extensive experiments, including instruction-following tasks, demonstrate the effectiveness of DISTILLM in building high-performing student models while achieving up to 4.3× speedup compared to recent KD methods.","2024-07-21","2026-04-17 10:43:58","2026-05-03 10:17:41","2026-04-17","24872–24895","","","235","","","DISTILLM","ICML'24","","","","JMLR.org","Vienna, Austria","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTQDFJEQ","conferencePaper","2023","Kirchhof, Michael; Mucsányi, Bálint; Oh, Seong Joon; Kasneci, Enkelejda","URL: a representation learning benchmark for transferable uncertainty estimates","Proceedings of the 37th International Conference on Neural Information Processing Systems","","","","","Representation learning has significantly driven the field to develop pretrained models that can act as a valuable starting point when transferring to new datasets. With the rising demand for reliable machine learning and uncertainty quantification, there is a need for pretrained models that not only provide embeddings but also transferable uncertainty estimates. To guide the development of such models, we propose the Uncertainty-aware Representation Learning (URL) benchmark. Besides the transferability of the representations, it also meaExamplessures the zero-shot transferability of the uncertainty estimate using a novel metric. We apply URL to evaluate eleven uncertainty quantifiers that are pretrained on ImageNet and transferred to eight downstream datasets. We find that approaches that focus on the uncertainty of the representation itself or estimate the prediction loss directly outperform those that are based on the probabilities of upstream classes. Yet, achieving transferable uncertainty quantification remains an open challenge. Our findings indicate that it is not necessarily in conflict with traditional representation learning goals. Code is available at https://github.com/mkirchhof/url.","2023-12-10","2026-04-17 10:43:58","2026-05-03 10:17:34","2026-04-17","13956–13980","","","","","","URL","NIPS '23","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Q54GFBL","conferencePaper","2018","Martins, Andre Luiz Nunes; Duarte, Cesar A. V.; Jeong, Jinkyu","Improving Application Launch Performance in Smartphones Using Recurrent Neural Network","Proceedings of the 2018 International Conference on Machine Learning Technologies","978-1-4503-6432-4","","10.1145/3231884.3231897","https://dl.acm.org/doi/10.1145/3231884.3231897","Mobile phones became indispensable tools in our lives, with Android being the most used mobile OS. These devices depend on managing application lifecycles to improve launch performance, but the management of application processes is not done in an efficient way. The standard low memory killer, that is responsible for freeing memory, does not consider any user information and it frequently kills applications that are going to be launched. Context-awareness presents several possibilities to make mobile systems more efficient and user-driven in terms of user experience. In this paper, we introduce a context-based launcher using recurrent neural network (RNN), a special branch of neural networks capable of remembering dependencies, taking in consideration not just previous inputs, but also previous outputs, providing high accuracy without any extra sensor context. Our system guarantees that most of the applications are ready to use in the background, substantially improving the launch time enabling a better user experience. Experimental results demonstrate that the novel scheme can reduce application launch latency in a significant manner.","2018-05-19","2026-04-17 10:43:58","2026-05-03 10:18:23","2026-04-17","58–62","","","","","","","ICMLT '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/BP2GUPGR/Martins et al. - 2018 - Improving Application Launch Performance in Smartphones Using Recurrent Neural Network.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8T6F7AB","conferencePaper","2019","Govind, Yash; Konda, Pradap; Suganthan G.C., Paul; Martinkus, Philip; Nagarajan, Palaniappan; Li, Han; Soundararajan, Aravind; Mudgal, Sidharth; Ballard, Jeff R.; Zhang, Haojun; Ardalan, Adel; Das, Sanjib; Paulsen, Derek; Singh Saini, Amanpreet; Paulson, Erik; Park, Youngchoon; Carter, Marshall; Sun, Mingju; Fung, Glenn M.; Doan, AnHai","Entity Matching Meets Data Science: A Progress Report from the Magellan Project","Proceedings of the 2019 International Conference on Management of Data","978-1-4503-5643-5","","10.1145/3299869.3314042","https://dl.acm.org/doi/10.1145/3299869.3314042","Entity matching (EM) finds data instances that refer to the same real-world entity. In 2015, we started the Magellan project at UW-Madison, joint with industrial partners, to build EM systems. Most current EM systems are stand-alone monoliths. In contrast, Magellan borrows ideas from the field of data science (DS), to build a new kind of EM systems, which is an ecosystem of interoperable tools. \em This paper provides a progress report on the past 3.5 years of Magellan, focusing on the system aspects and on how ideas from the field of data science have been adapted to the EM context. We argue why EM can be viewed as a special class of DS problems, and thus can benefit from system building ideas in DS. We discuss how these ideas have been adapted to build \pymatcher\ and \cloudmatcher, EM tools for power users and lay users. These tools have been successfully used in 21 EM tasks at 12 companies and domain science groups, and have been pushed into production for many customers. We report on the lessons learned, and outline a new envisioned Magellan ecosystem, which consists of not just on-premise Python tools, but also interoperable microservices deployed, executed, and scaled out on the cloud, using tools such as Dockers and Kubernetes.","2019-06-25","2026-04-17 10:43:58","2026-05-03 10:08:33","2026-04-17","389–403","","","","","","Entity Matching Meets Data Science","SIGMOD '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/Y4QXWBXB/Govind et al. - 2019 - Entity Matching Meets Data Science A Progress Report from the Magellan Project.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUPLSND3","conferencePaper","2023","Hong, Susung; Ahn, Donghoon; Kim, Seungryong","Debiasing scores and prompts of 2D diffusion for view-consistent text-to-3D generation","Proceedings of the 37th International Conference on Neural Information Processing Systems","","","","","Existing score-distilling text-to-3D generation techniques, despite their considerable promise, often encounter the view inconsistency problem. One of the most notable issues is the Janus problem, where the most canonical view of an object (e.g., face or head) appears in other views. In this work, we explore existing frameworks for score-distilling text-to-3D generation and identify the main causes of the view inconsistency problem—the embedded bias of 2D diffusion models. Based on these findings, we propose two approaches to debias the score-distillation frameworks for view-consistent text-to-3D generation. Our first approach, called score debiasing, involves cutting off the score estimated by 2D diffusion models and gradually increasing the truncation value throughout the optimization process. Our second approach, called prompt debiasing, identifies conflicting words between user prompts and view prompts using a language model, and adjusts the discrepancy between view prompts and the viewing direction of an object. Our experimental results show that our methods improve the realism of the generated 3D objects by significantly reducing artifacts and achieve a good trade-off between faithfulness to the 2D diffusion models and 3D consistency with little overhead. Our project page is available at https://susunghong.github.io/Debiased-Score-Distillation-Sampling/.","2023-12-10","2026-04-17 10:43:58","2026-05-03 09:55:19","2026-04-17","11970–11987","","","","","","","NIPS '23","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LD87IX6R","conferencePaper","2022","Lykousas, Nikolaos; Patsakis, Constantinos","Topic modeling approaches to counter online grooming","Proceedings of the 14th ACM Web Science Conference 2022","978-1-4503-9191-7","","10.1145/3501247.3539507","https://dl.acm.org/doi/10.1145/3501247.3539507","This paper describes a topic model-based approach for analyzing a large-scale dataset of chat messages exchanged between the users of LiveMe, a major social live streaming platform, in the context of broadcasts involving sexually explicit content. The analysis reveals the characteristics of predatory behavior targeting minors and its criminal dimension in an accessible and explainable manner.","2022-06-26","2026-04-17 10:43:58","2026-05-03 10:19:02","2026-04-17","471–475","","","","","","","WebSci '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/PKDFBM55/Lykousas and Patsakis - 2022 - Topic modeling approaches to counter online grooming.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9SYE2RL","conferencePaper","2024","Sun, Yu; Bao, Yun Li; He, Lian","Design of Intelligent Search System for Online Education based on Knowledge Graph","Proceedings of the 2023 International Conference on Frontiers of Artificial Intelligence and Machine Learning","979-8-4007-0754-4","","10.1145/3616901.3616925","https://dl.acm.org/doi/10.1145/3616901.3616925","Online education, known as MOOC, has caused great reflection on traditional education. With the rapid development of online education and the establishment of various online education platforms, in the face of massive curriculum knowledge, how to quickly obtain the knowledge for learners has become an urgent problem. Artificial intelligence technologies such as deep learning and knowledge graph provide an effective way for resource retrieval. The paper explores the use of knowledge graph, deep learning, natural language processing and other technologies to build an online education intelligent construction system, which consists of intention understanding, target finding, and result presentation. The intelligent retrieval system helps learners of online education platform begin to learn effective knowledge and solve learners’ questions in time, which helps to improve the stickiness of online learning platform and maintain learners’ desire for continuous learning.","2024-03-05","2026-04-17 10:43:58","2026-05-03 10:20:11","2026-04-17","104–107","","","","","","","FAIML '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/FPJCL4AK/Sun et al. - 2024 - Design of Intelligent Search System for Online Education based on Knowledge Graph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXYJKWZD","conferencePaper","2023","Pan, Youmei; Wang, Peng; Hui, Xinyao; Li, Jinwen","Dense Points Aggregation for Efficient and Collaborative Earth-Imaging Task Planning","Proceedings of the 2022 5th International Conference on Algorithms, Computing and Artificial Intelligence","978-1-4503-9833-6","","10.1145/3579654.3579705","https://dl.acm.org/doi/10.1145/3579654.3579705","The continuous development of high-resolution imagery satellite payloads is featured with lower cost, high-integration and smaller volume, which promotes the wide adoption of Earth-imaging facilities on satellite in order to improve sensing coverage, quality, efficiency and so on. Satellite task planning is crucial in automatically generating observation timelines to fulfill the Earth-imaging tasks by optimizing the usage of satellite resources. As an important category of ground sensing tasks, points of interest(PoIs) are very common for satellite to sense ground changes such as building collapse in earthquake, social hot spots, volcano eruption, etc. As the number of PoIs increases enormously, separately planning for each PoI sensing task is no more realistic and aggregating the dense ground points for collaboratively imaging them through multi-satellite can provide a new solution for constellation applications. In this paper, a novel ground PoIs aggregation method is proposed to decrease task manipulation frequencies of satellites, based on which a collaborative multi-satellite planning is modeled and solved by particle swarm optimization. The efficacy of the aggregation-collaboration manner is evaluated and demonstrated in the experiment.","2023-03-14","2026-04-17 10:43:58","2026-05-03 10:21:35","2026-04-17","1–8","","","","","","","ACAI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/ZJD2G24S/Pan et al. - 2023 - Dense Points Aggregation for Efficient and Collaborative Earth-Imaging Task Planning.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YE95V8UJ","conferencePaper","2019","Lou, Chang; Huang, Peng; Smith, Scott","Comprehensive and Efficient Runtime Checking in System Software through Watchdogs","Proceedings of the Workshop on Hot Topics in Operating Systems","978-1-4503-6727-1","","10.1145/3317550.3321440","https://dl.acm.org/doi/10.1145/3317550.3321440","Systems software today is composed of numerous modules and exhibits complex failure modes. Existing failure detectors focus on catching simple, complete failures and treat programs uniformly at the process level. In this paper, we argue that modern software needs intrinsic failure detectors that are tailored to individual systems and can detect anomalies within a process at finer granularity. We particularly advocate a notion of intrinsic software watchdogs and propose an abstraction for it. Among the different styles of watchdogs, we believe watchdogs that imitate the main program can provide the best combination of completeness, accuracy and localization for detecting gray failures. But, manually constructing such mimic-type watchdogs is challenging and time-consuming. To close this gap, we present an early exploration for automatically generating mimic-type watchdogs.","2019-05-13","2026-04-17 10:43:58","2026-05-03 09:54:24","2026-04-17","51–57","","","","","","","HotOS '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/MRGY4CBA/Lou et al. - 2019 - Comprehensive and Efficient Runtime Checking in System Software through Watchdogs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WY2XHAW3","conferencePaper","2023","Feng, Xidong; Luo, Yicheng; Wang, Ziyan; Tang, Hongrui; Yang, Mengyue; Shao, Kun; Mguni, David; Du, Yali; Wang, Jun","ChessGPT: bridging policy learning and language modeling","Proceedings of the 37th International Conference on Neural Information Processing Systems","","","","","When solving decision-making tasks, humans typically depend on information from two key sources: (1) Historical policy data, which provides interaction replay from the environment, and (2) Analytical insights in natural language form, exposing the invaluable thought process or strategic considerations. Despite this, the majority of preceding research focuses on only one source: they either use historical replay exclusively to directly learn policy or value functions, or engaged in language model training utilizing mere language corpus. In this paper, we argue that a powerful autonomous agent should cover both sources. Thus, we propose ChessGPT, a GPT model bridging policy learning and language modeling by integrating data from these two sources in Chess games. Specifically, we build a large-scale game and language dataset related to chess. Leveraging the dataset, we showcase two model examples ChessCLIP and ChessGPT, integrating policy learning and language modeling. Finally, we propose a full evaluation framework for evaluating language model's chess ability. Experimental results validate our model and dataset's effectiveness. We open source our code, model, and dataset at https://github.com/waterhorse1/ChessGPT.","2023-12-10","2026-04-17 10:43:58","2026-05-03 09:53:54","2026-04-17","7216–7262","","","","","","ChessGPT","NIPS '23","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AYQVM2M","conferencePaper","2019","Li, Huiba; Zhang, Yiming; Li, Dongsheng; Zhang, Zhiming; Liu, Shengyun; Huang, Peng; Qin, Zheng; Chen, Kai; Xiong, Yongqiang","URSA: Hybrid Block Storage for Cloud-Scale Virtual Disks","Proceedings of the Fourteenth EuroSys Conference 2019","978-1-4503-6281-8","","10.1145/3302424.3303967","https://dl.acm.org/doi/10.1145/3302424.3303967","This paper presents URSA, a hybrid block store that provides virtual disks for various applications to run efficiently on cloud VMs. Trace analysis shows that the I/O patterns served by block storage have limited locality to exploit. Therefore, instead of using SSDs as a cache layer, URSA proposes an SSD-HDD-hybrid storage structure that directly stores primary replicas on SSDs and replicates backup replicas on HDDs, using journals to bridge the performance gap between SSDs and HDDs. URSA integrates the hybrid structure with designs for high reliability, scalability, and availability. Experiments show that URSA in its hybrid mode achieves almost the same performance as in its SSD-only mode (storing all replicas on SSDs), and outperforms other block stores (Ceph and Sheepdog) even in their SSD-only mode while achieving much higher CPU efficiency (performance per core). We also discuss some practical issues in our deployment.","2019-03-25","2026-04-17 10:43:58","2026-05-03 10:36:33","2026-04-17","1–17","","","","","","URSA","EuroSys '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/UNVDP63L/Li et al. - 2019 - URSA Hybrid Block Storage for Cloud-Scale Virtual Disks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GS7FREV","conferencePaper","2024","Kim, Seungyeon; Rawat, Ankit Singh; Zaheer, Manzil; Jitkrittum, Wittawat; Sadhanala, Veeranjaneyulu; Jayasumana, Sadeep; Menon, Aditya Krishna; Fergus, Rob; Kumar, Sanjiv","USTAD: unified single-model training achieving diverse scores for information retrieval","Proceedings of the 41st International Conference on Machine Learning","","","","","Modern information retrieval (IR) systems consists of multiple stages like retrieval and ranking, with Transformer-based models achieving state-of-the-art performance at each stage. In this paper, we challenge the tradition of using separate models for different stages and ask if a single Transformer encoder can provide relevance score needed in each stage. We present USTAD - a new unified approach to train a single network that can provide powerful ranking scores as a cross-encoder (CE) model as well as factorized embeddings for large-scale retrieval as a dual-encoder (DE) model. Empirically, we find a single USTAD model to be competitive to separate ranking CE and retrieval DE models. Furthermore, USTAD combines well with a novel embedding matching-based distillation, significantly improving CE to DE distillation. It further motivates novel asymmetric architectures for student models to ensure a better embedding alignment between the student and the teacher while ensuring small online inference cost. On standard benchmarks like MS-MARCO, we demonstrate that USTAD with our proposed distillation method leads to asymmetric students with only 1/10th trainable parameter but retaining 95-97% of the teacher performance","2024-07-21","2026-04-17 15:09:32","2026-05-03 10:17:30","2026-04-17","24486–24508","","","235","","","USTAD","ICML'24","","","","JMLR.org","Vienna, Austria","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZRXIMZZ","conferencePaper","2018","Ateya, Abdelhamied A.; Vybornova, Anastasia; Muthanna, Ammar; Markova, Ekaterina; Gudkova, Irina; Gogol, Alexander; Koucheryavy, Andrey","Key solutions for light limitations: toward tactile internet system realization","Proceedings of the 2nd International Conference on Future Networks and Distributed Systems","978-1-4503-6428-7","","10.1145/3231053.3231125","https://dl.acm.org/doi/10.1145/3231053.3231125","Enabling haptic communication as well as voice and data over the future 5G cellular system become a demand. Tactile Internet is one of the main use cases of the 5G system that will allow the transfer of haptic communications in real time. The end-to-end latency of 1ms remain the main challenge toward the Tactile Internet system realization, not only for the processing and coding delays but mainly for the limitations of light. In this work, we analyze the key solutions to overcome the light limitations and enable the Tactile Internet over any distances with the required latency. Building a virtual model or model mediated for the remote environment at the edge cloud unit near to the end user is the main solution. By means of AI the virtual model can predict the behavior of the remote environment and thus the end user can interact with the virtual environment with a high system experience. We review the exiting work for the model mediated bilateral systems and discuss its availability for the Tactile Internet system. Finally, we suggest a structure for the Tactile Internet system with the deployment of model mediated.","2018-06-26","2026-04-17 15:09:32","2026-05-03 10:06:55","2026-04-17","1–6","","","","","","Key solutions for light limitations","ICFNDS '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/M7TT9IYY/Ateya et al. - 2018 - Key solutions for light limitations toward tactile internet system realization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IF4KCBK","conferencePaper","2020","Dong, Liming; Bai, Qiushi; Kim, Taewoo; Chen, Taiji; Liu, Weidong; Li, Chen","Marviq: Quality-Aware Geospatial Visualization of Range-Selection Queries Using Materialization","Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data","978-1-4503-6735-6","","10.1145/3318464.3389730","https://dl.acm.org/doi/10.1145/3318464.3389730","We study the problem of efficient spatial visualization on a large data set stored in a database using SQL queries with ad-hoc range conditions on numerical attributes, for example, a spatial scatterplot of taxi pickup events in New York between 1/1/2015 and 3/10/2015. We present a novel middleware-based technique called Marviq. It divides the selection-attribute domain into intervals, and precomputes and stores a visualization for each interval. These results are called MVS and stored as tables in the database. We can compute an exact visualization for a request by accessing MVS and retrieving additional records from the base table. To further reduce the latter time, we present algorithms for using MVS to compute an approximate visualization that satisfies a user-specified similarity threshold. We show a family of functions with certain properties that can use this technique. We present an improvement by dividing the MVS intervals into smaller intervals and materializing low-resolution visualization for these intervals. We report the results of an extensive evaluation of Marviq, including a user study, and show its high performance in both space and time.","2020-05-31","2026-04-17 15:09:32","2026-05-03 10:10:32","2026-04-17","67–82","","","","","","Marviq","SIGMOD '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/SFDJQ8IN/Dong et al. - 2020 - Marviq Quality-Aware Geospatial Visualization of Range-Selection Queries Using Materialization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
